,tsne1,tsne2
10532.1a809fb5.eac0.4b28.bdf5.e731c86aefbd,26.766575878502877,68.71996310401224
10532.1a8d256c.9a6f.4c7d.8abd.c351d01866c5,32.93237737090945,53.27484193452734
10532.1b1720db.15b5.479e.9641.ecf97ed72ca4,-7.618411205228248,54.50761904952528
10532.1bf8a3f7.4718.473a.a4bf.3b0e18e64bd4,30.078998451649067,56.65707471896667
10532.1c4ca381.9cc3.4313.a11e.df350bb73ec9,-32.80986293084589,30.884984699259796
10532.1c63c66a.65e6.4d7e.a9af.34ae133db4ed,-8.68218744796276,56.09962913577907
10532.1d3c1d57.9c6a.40a4.a6a3.b0cc321e354f,28.96853098905464,55.64793373457101
10532.1e8adbe1.044e.4b21.af0e.a335e0bc4887,-52.12687535952216,23.42763221980766
10532.1ed80b53.bd2a.49e4.ad5b.0f4ec6228e81,10.261444246462284,36.192378333174936
10532.1fe19636.3708.4a87.8e5a.cf10d8530d4e,-57.126868295103534,43.90407490907472
10532.1fe57dd4.58b3.4fde.b8a1.f73db5614909,-0.9450590222826024,50.05423641841966
10532.20aa4aaf.8242.48d9.a225.e9f6b3e8938c,-56.43454286085845,26.69117380866846
10532.212f0ce6.9123.4e38.abf3.db944de7f1c1,31.52929597451429,57.587269274836366
10532.2150ea11.62a6.494e.9c83.3583cce1fb94,13.883222468438554,48.76027968998764
10532.215cb690.74cc.469d.b692.681e0cf530e5,-63.62469823842668,29.9636635103886
10532.21a4ec1a.bcae.4e10.be82.66328d2dad4f,28.68903889296572,56.88138733688861
10532.2204f8a2.6d8f.4096.9407.077cad04f686,-17.235004897634656,69.19018195797774
10532.22cd99a9.2745.44ba.823e.6cdf1048d579,-30.18713375386909,55.2643357576963
10532.230994e3.5682.432f.b4e4.454ca1901e0f,-57.35174850206862,44.01115595157544
10532.233fcfbc.5afa.47ac.a735.968ca156ce3f,11.479928165648598,58.526327283715474
10532.23796d38.9519.4a3a.9149.55190285af7b,38.84593129593441,53.57967050733208
10532.249f97fa.3992.4b77.b0c9.c27e4ecbe59f,-18.70009108143058,57.90174425785375
10532.2607b960.7718.461c.bc21.4f612d26a218,11.551295933475831,67.89598086721963
10532.273e797e.41f1.41a2.be36.43e50efe335e,22.71555419936304,63.47062580742168
10532.2756472a.03f4.41da.8564.1d7538f949c6,-47.78124060616621,38.89325480295259
10532.28028688.f349.49ed.a093.c24ab3e69eff,0.2726229137683107,65.58931765055125
10532.2815b5d2.60b8.4244.9502.17f693e4d39b,37.297200445153074,79.93409028059864
10532.28e84479.bd9f.4d55.bb03.1411b71bdc9b,-23.636451120035883,46.92848450741328
10532.2a1b28ba.f47e.44b6.bfd7.d3e41e762db3,32.90715386802571,78.0261442713195
10532.2ada20cb.636b.4f43.9218.e821faee673e,16.411487149722397,38.52437506547424
10532.2adb40fd.6824.44f2.b71f.dc73c9f82b16,19.766611332967702,67.83151790912912
10532.2ce1e761.4f19.4236.a6a5.49ac820af545,-47.78388283408104,38.89734402041002
10532.2dfedd8c.5fcf.445f.88b5.9b2ec7e96aec,-8.68735652243849,47.55391824571076
10532.2f79545d.8a5d.4fc5.a0ac.5da133096ee3,34.511644230649274,55.96407508640338
10532.2fc381cd.1f0f.484f.bc0c.0c45f7b291a1,-64.22154301036606,29.180152244380096
10532.30a32428.cc90.4c19.b56c.ca0e827639d7,20.91079090379892,31.572929571040152
10532.30bb9d5a.9305.4bd8.b193.2b0bff0f3e42,-30.334052765231043,55.40759856806184
10532.32057335.5712.47e0.8307.e3f2f42b677d,29.37812977045607,56.04609137395303
10532.3263647b.bc7d.4256.940c.fcea00129687,-45.4588313177462,65.974950663646
10532.336fae55.6ef3.49af.8688.e709584a1bd9,-30.42707216065574,55.37766504824059
10532.33823320.f971.44d2.b8d4.97aa953ed8c6,-17.337205886580126,69.14807317834389
10532.35a3fb02.a90d.4977.b69e.7fe338ad120d,-45.63902335696352,66.41325074555323
10532.35a8aef7.4bb0.4cab.bc0e.3576bb706571,30.573703007744925,56.74391677384886
10532.35ace8e4.0b62.44c7.a9a3.1e16d45ed772,-51.51775544184713,35.26832953466628
10532.366e22db.3165.4d5d.accb.a685fa1c7472,40.678493075796005,64.04848646817914
10532.36ab5525.4f00.4559.a4b0.5f08454440bb,26.399891549860616,58.15478027466948
10532.36b313f7.8a44.4bdc.8034.82260a83d7b9,-56.11450530992824,35.02889387135959
10532.37f1087f.ae31.4fde.b96b.4b6c1d61351e,26.03766534401776,49.14327554818527
10532.3857f412.791b.4565.b56b.77ba1eb058da,20.655008114097043,31.89058186655958
10532.38b26517.9a99.4774.bb19.9cf6ea8d8f06,-47.578942200791154,19.830031882052737
10532.38cc97e0.b049.40ad.9115.572a0f1fa54b,-30.7493006414125,55.105927450124966
10532.399ee668.fc0f.4632.a48c.9d9025b608aa,32.0159820227716,57.47263677078005
10532.3a2907ca.4345.45f6.b81d.a99fd8361bbb,33.925615876773946,57.14901485726433
10532.3a7587ba.1767.4f82.8a29.fb87623459a0,-19.055472674749865,57.86960208041896
10532.3aef91f5.b123.4c88.b8f3.527c7b062691,-31.345931323308356,14.414671082716078
10532.3b2b88b4.90b1.44d2.a015.e80e723e996f,-53.05422451682441,19.35618989430478
10532.3b443a43.f0cd.4c13.b7ba.256065073f88,25.54879232696173,48.16591831579356
10532.3bb587a6.3e5f.4f98.aa3d.7808edeaa041,24.447424345004613,48.23280407836093
10532.3bcd3e9f.940c.497c.9507.cd6d1af7e5e9,-12.32408630003278,29.019923606782847
10532.3cce5506.b222.46b9.8ef3.3f15ddfc8554,36.13255332380034,73.83400336523044
10532.3da00df1.0c79.4428.af4e.b70c506e5613,-49.8411217403393,19.77268639029817
10532.3f86a9aa.e576.4a0e.b946.069435b47735,-10.833561924947134,16.84312624332855
10532.3f8829c2.d735.4d56.98cd.cfbf6cbf2744,-46.41131754212069,62.13383821897853
10532.3f8e3f61.513a.4f35.8ebf.0586db2cf820,18.08529441822357,40.11116826426255
10532.40112074.09e5.42b1.b332.17c9b89686e5,-49.94680314213023,66.99893937338483
10532.4019255d.d4a7.4178.98c6.aaed75378852,-18.677515386742613,19.07779090784984
10532.40a120a1.f11e.4bb9.a831.4c7a165eb48e,28.191875827801187,56.06888444367468
10532.40ded5d4.2577.43f1.9155.298cdafca4d4,-17.28014803400016,32.22580136864655
10532.4163ae3d.2479.44b1.9d80.95d691e7da48,-30.425092823990084,55.36104610170819
10532.425ccffa.2f7d.4daf.908d.1a7af532ec09,31.22351367324586,58.564115660951465
10532.43083975.cd2d.42da.9635.0634b5aadd6a,-30.348005470462123,55.36845474300398
10532.43da1a2f.cd3b.4ba7.bc1c.f52d9944d458,25.211133447773623,77.06680409166391
10532.4438f148.fff6.4be1.9837.b8cd5c473d5a,-16.81136969824319,69.03528069771953
10532.446c844e.eb73.4ce2.8057.7203b7d8290f,25.780608109039715,58.510902477817446
10532.44bf8cf8.5259.48a2.986b.ce26356a1995,40.44938393488854,57.11195154474873
10532.44ef59fb.3279.46dc.a113.c762aa889eb5,9.356402240012931,48.88312495774447
10532.4545f13f.f648.4efe.99af.4492baa200fe,24.234783107678016,49.18454018882258
10532.4685baaf.fef4.4c2a.89ba.5f43d6e46354,29.93703284003593,56.66619715778732
10532.4699dde6.97b1.4f66.ab36.a6f92bd5945b,40.35412713517481,49.10858266669996
10532.46d62998.b580.4434.859c.b82a71ba8b13,18.396045651476683,61.65045431409452
10532.47851ff0.b155.4d9e.8d14.37671f756a98,-3.060137638367812,24.12990713649108
10532.4960a10c.b6cc.42a8.8fe6.6d7bcb6bbd69,-30.180031899439005,55.3095466068535
10532.4985e68e.e764.43e4.ba6d.c9135cb59802,-30.935758422512095,55.50637674228081
10532.4a06dba1.77c7.4197.942f.0c8da8b1ab8c,-15.595858705751594,61.999041713515126
10532.4aff6dc8.d08b.43ce.ae37.7c99c5841e5c,-19.249587580992337,18.448331905478067
10532.4b7fc783.1008.43aa.9325.896e2e370dee,6.29485301150583,43.66810006364309
10532.4b9ad407.fc2f.4463.bccc.0cf3a28d05f6,25.66456334569581,48.88757278235543
10532.4e06f8e7.ca04.4084.8ed6.9799d589df32,-17.048089730467904,22.3712765024608
10532.4e92e999.4cb7.4bd8.9a13.459d58232fe2,-30.437429316963907,54.8201050471878
10532.4ef235d7.1c66.456b.bf58.c69c6a71d97b,-66.59148237153549,32.374515697190496
10532.4f2698fd.665f.4ed1.be97.ffc1529e21b0,-53.280684463745125,17.515752089202543
10532.4f5d4951.41da.4207.ad9f.fce2da3ffa1d,17.467598582889416,67.50991758904694
10532.50f400f5.8e55.420b.9a63.4623a5900017,-51.49726709443476,35.295796868863725
10532.50fedde6.6336.4d10.ae45.64645f1dc452,-45.66742829976267,76.3085788234584
10532.51fa2739.c9f3.4f97.8142.793a058cca9c,28.960824944648014,55.20207236309171
10532.521f43b2.6a67.4c73.a80f.24bc87ae8cf0,-50.16482279134456,0.3928411051478112
10532.532c15bb.f44d.454b.b308.7b2a889b1949,3.4585124377427827,47.78251678477437
10532.53a10dbe.f8cf.4e5c.9164.13e3e4187029,5.99888821836742,43.46272866720086
10532.5423daa2.53d4.464a.985d.214b4724f340,53.01782876458967,71.59148357838018
10532.558a13e5.f4a8.47bc.a63e.47d6dffe528b,-54.75133808607168,34.14403991852641
10532.55b26af1.31a6.4606.8b99.bf415a009311,26.117971527053257,49.00204746703712
10532.55f3cf16.37df.408f.aec2.cdcec8be9a06,-17.73215108869274,27.6557445790324
10532.55f8d345.8251.43a1.ab05.c9418f6fefd7,29.196660226608863,57.19037039312671
10532.563e291f.d5b9.4d2f.afdf.ef2d7456eb62,-7.92173130830577,32.47767189704106
10532.568030a5.4888.49d7.9b73.aa36e2a2010f,-7.714524142834613,54.53443111965251
10532.5802a92b.5471.435b.bca9.b03e1cef9a14,-48.05220562344738,17.982210363493092
10532.58963b05.b9fe.4a36.98e7.f3497c390919,-9.720753143161408,19.135877069532008
10532.591ee23e.56bf.4275.8630.9015f9f330a5,31.146099045356625,58.49736167787347
10532.593b1c57.09b3.43f2.97b1.7051761e13c9,-47.455049188418265,67.21001187713271
10532.595e93ed.e4b3.42b5.91b1.1ad4f31e7134,-18.68631972328822,19.046902563783544
10532.59d06f37.995b.40a5.91a8.c825d1a7ca6f,4.140744319828155,43.50608054775216
10532.5a8541e7.b0a2.48c0.8fa1.4cba3f011111,31.960192169584403,58.67644545098291
10532.5b24f7ea.9e02.4d89.bc02.03388ed68273,35.47546804247949,84.21263126127924
10532.5c70a21a.1611.47be.93bd.1bf502987de1,-30.3867002184849,55.16858579658199
10532.5c7870bf.66e4.4024.861e.a586fe550a17,-18.308510952972743,53.95941540966789
10532.5d6c8197.eeb5.43a6.aa26.8cb87f5cf622,19.612907301592063,50.39306755756761
10532.5e6d005d.2705.4981.804e.8b218288605f,-31.358971623726536,14.40892651671823
10532.5ebb0e88.cb56.4604.a7fd.6a66092dcda7,-56.41145173191525,36.823496471373154
10532.5f291738.ae0e.4805.a842.cd2bb5b50f26,21.132508141713583,61.0006024281606
10532.5f2a8e9c.2b06.4f55.b367.1ac06421735a,-18.686364125116803,57.71689355033685
10532.6026474e.6bee.4712.b2d8.4a22451cf9e8,-17.006693390064896,32.85612737289039
10532.60345a80.4df2.4a0b.b7af.e2370c607aec,9.591111423078445,49.40227072315543
10532.6045e855.8ac7.48ed.aecc.c8eab29ec9db,24.401278607431653,53.19280718755725
10532.609c89d3.6145.4af8.af53.92591d65b765,52.56458895083963,69.76172747063345
10532.60f2a3c7.0071.438e.9615.db72ab157a65,-7.703624204829465,54.51798552990234
10532.61c3930c.61c4.4c82.8475.7a10ccaeb71c,27.94000023569634,53.7045879082109
10532.62b14bee.ba07.4ec5.93bf.c96452f606b5,-15.48150153070014,56.55147221062634
10532.62deb178.a741.4def.afbf.e0a77659194d,4.016420408694366,50.364213442634
10532.63200094.189d.4880.beaf.0a041635cab7,-42.66511556788904,65.23738294385487
10532.632924ab.bf85.4b8b.b603.f338294a0d9d,40.7133293525447,79.47667783704003
10532.633bc9a7.b25f.475a.9bd3.858212b39d7d,12.888249981908515,46.09729057859949
10532.6519888d.bb69.495b.b4b8.07d0d4333455,-28.742179713169367,57.58231031107279
10532.65ba3877.ad29.4afc.aaec.bcf3544f5f75,12.068318738828305,33.75957643883061
10532.65fcbe4f.1f77.4216.95c1.9991e5f2499a,-8.635558760624377,63.08470155401831
10532.6618c914.037e.4c9b.b2c4.18d98a529b85,-36.21276694081799,27.637822929197487
10532.66c64e22.7b83.4740.bf41.aa1553f24091,-29.79872869530057,55.36847168353612
10532.67600aee.3bd9.443f.9456.fe673ba24844,3.640103644327069,60.79195911650783
10532.67b4e332.53fc.42c9.bc70.ef7cfbed28f1,-63.620612654656256,29.98568809693059
10532.67c048b1.3037.4c73.9380.32c657119b7b,8.288304289164273,87.39757920946664
10532.67e18471.f314.4a13.a71f.65010aed2058,20.62632996935085,86.53438153876826
10532.67f932e7.6a3e.4ab2.9627.0fb5430bac23,20.87448536280633,31.471102587351027
10532.683047f6.fe17.477f.9950.a6190ca34054,-30.112170310109487,55.14638163463333
10532.68fc23c8.68cc.4b31.a3f4.0411079d673a,-7.539210642797285,54.470309912028206
10532.69c1e627.b5c7.4003.88b7.934c5f77f079,-7.568459225083789,54.51880664994314
10532.69d85346.ed6d.49d0.93cf.fcb494bddb83,31.32534254558737,63.53574582925733
10532.6a552f98.0cab.4605.aa1c.401c6fab4a54,-30.18388737616178,55.27588771961108
10532.6c3ce76b.620e.42b7.a24a.0ff2b3c37195,32.09533745564307,58.1604647534462
10532.6c9744b7.c409.40ba.8f3a.278213a8ccf6,11.729747079348096,58.5275834019447
10532.6cf760eb.b260.4e70.9509.cccd05dfacb0,20.546950102655597,86.75483521945577
10532.6dec9fe4.0f34.440a.879d.b5ca33e796af,-30.4115791445664,55.193061875595234
10532.6e1c0019.205f.4d31.bc90.2e949a2da40c,45.6988063403279,65.17808094446944
10532.6e887652.7990.409b.bd72.01a4bf5a7a2c,-47.11255799085751,30.104871163794275
10532.6e911df2.b54d.44a2.8fb8.1b6c1b9c3362,-16.869267130888236,32.741732952240234
10532.6ecca0ea.049c.41ec.b324.404e504d44c0,-55.65156583475241,35.09586048513278
10532.6ff86078.b0f6.40f1.9928.333f0954555d,-55.4572697721031,45.591462540448376
10532.702e5557.ca8d.420d.a802.11257794814d,-17.036580962091328,32.35356906959269
10532.709ae56e.5c79.4e56.b054.5bb1522e6a48,-30.149534721980427,55.28764077984033
10532.72a8ae87.94ea.41e3.b43c.b5337f6a0548,19.17726062727705,30.492271277364942
10532.72c5d05e.1244.452a.89dc.a1a47acc2483,-15.87055960731593,19.640398399326084
10532.72dd84a6.192a.4879.9fc1.8260e7b92457,-38.19009703539357,60.13074483964396
10532.752f32b0.f570.4ccc.9028.fc536a323b98,-45.90643776747673,76.40996626100949
10532.75e9a7e3.f4ae.4643.9d94.d45401ce47eb,45.68889993669009,65.15099613739822
10532.76295cb2.371f.4a12.824e.7f7209740b44,-29.982790455862485,55.03401166985573
10532.76a5ac2d.49be.491e.a5c2.adcb61e07894,-35.08766901093694,16.991340535673338
10532.7784d541.bb0c.4a5d.a894.2efca9dae3b1,25.276603375199205,49.68784290567448
10532.77da3cc8.c0a0.4848.8dd4.d07d8e05735b,-51.66263739992463,16.81378974642158
10532.77fc3945.be1b.497d.8d77.a15554f078f2,-15.683503407165064,19.897551076550183
10532.78140709.84c3.437f.a130.795e7391da34,-33.50255648963057,12.82870369073908
10532.78ff0b74.3d7e.4ed5.8c2d.a5f77b793718,-18.174087118693297,58.15347125488084
10532.7a88ccf2.1f0f.43e8.ae0e.d3de08c1f045,6.836733364458411,64.36389039365886
10532.7a9cef0c.0180.49a3.808f.ce7130ad744b,31.277466233049665,58.60847289978325
10532.7af6e763.ab6a.49e9.ac6d.5da1c74c54bd,24.18439678238793,47.39142127203272
10532.7bb97977.f259.42e4.96c0.defb321a35f6,-30.097350529085837,55.30502031476479
10532.7c47fcf2.5787.42a5.87e2.836d5dfafa89,-18.551453337113227,57.73202602022201
10532.7c66ff62.02e7.458d.a55d.8d07d15a9315,9.418522719096272,49.31090655345862
10532.7c6a5ce6.5bc1.41f8.b082.9d812dcb87d3,29.233603762167537,56.75693585824146
10532.7cd751c9.7106.4e4f.8588.b9e9035ba333,-35.00900296727023,17.007218451871605
10532.7d75b189.d50c.42f3.837c.5c10af4e87ba,11.667645137562516,34.921710777293804
10532.7dde8baf.6642.4796.8a04.d9b398a674b2,-56.47219894491242,36.78793257397022
10532.7e1f1b3f.4575.458c.9f42.287d03499e25,-43.20529644064736,29.669294929769503
10532.7ee156e0.2353.47bd.b4d0.e6cb56bcd611,-53.783930593660365,29.44559729916224
10532.7f07b1a5.8b6f.4f33.af95.b41bf6bad858,-30.16169810558492,55.25363477634523
10532.806de48e.590a.41d2.8e3a.56b4e5f63dc5,-55.44986140634464,45.59232419687922
10532.80cd536f.16ba.4c7d.9ebd.023dcff85a44,-42.64975191450159,65.19743124611989
10532.8109a7fc.1e1e.4006.ae0b.93def8de40c3,-10.624103102354624,19.364117050241006
10532.813e04bb.5ec0.48e2.948f.d7a41341772d,-49.84549834082913,19.782473877816766
10532.81a16ca3.6299.40f0.ae7b.fe2dd2ac4243,25.65153561503154,46.5420591580253
10532.82a93877.b6c0.47cb.b4e5.990dbef0395c,29.323810216846883,56.31785375684992
10532.82c1f0a9.ecfe.45df.9aa5.c39385ca1c32,8.258681971818833,87.42391495863733
10532.82d7cb16.3ce6.4f64.9e00.3c8ba7b5d89a,-29.6818574597026,55.60095674602711
10532.832ba500.7ff2.4c91.ac33.76a3aca26460,-23.67487950800449,46.68933740732505
10532.8349ca0d.fceb.4200.bc96.3f39f2e37e48,-7.922770038992581,32.474793683738646
10532.84120710.dd14.4def.90b4.c34cbcedd38e,32.48356454834552,38.46800035006829
10532.85211605.2ea8.4e08.8b40.c23cdc2b0ef4,24.23665292377886,49.19994574109372
10532.8533740d.91e4.46e3.b9a7.0ea4a0e9e428,-39.78017770700923,51.09175729832963
10532.853d0766.feac.4df4.ae31.440cc55d23f3,-30.413383060529306,55.2116473720577
10532.86144e86.1d92.41e9.b535.d51a453c6eb4,-16.997930629805374,69.08664478101946
10532.86fa2207.97bf.4dda.bfc2.25e1db76807e,-30.52894440827579,55.29927254285312
10532.873473f6.eef2.4718.b5f4.e88757055760,-30.28038173939941,55.2137422324535
10532.8829897e.3fc1.49d8.b4f4.d241b10a0e5d,11.645756065782434,58.42121555222739
10532.884e1ddb.8d8b.45cf.8dba.16387520872c,26.170029619504227,49.06198521576411
10532.89506e73.0c5f.43f5.ac8a.8bff26f468dd,-31.0755931871598,55.49911023068711
10532.898a69ad.8762.48d3.b286.356551d1bd83,5.18343829773454,50.07740108450941
10532.89d77704.b4a7.497d.be45.7d0612828999,30.863666241757475,57.438384778377824
10532.8a842638.cb92.480d.907c.eae18367b9cd,-40.19636431351269,-12.932361218447596
10532.8bc148ce.c18e.4e78.b321.1bc49b69f33c,10.00237615462698,64.48989772058096
10532.8c4ae03d.dd8c.44ec.8336.15e0b031d97f,31.805399288746724,77.75831419453806
10532.8c53081c.7a13.4c8f.bbbf.b332785b3e21,29.76903887576508,56.55363059679895
10532.8cbe736d.b553.450d.af3c.d5ad08863390,-15.088060141975593,70.13845002436581
10532.8d2746d9.68e2.42e3.acfc.092603ad6ec1,31.372706045093512,54.84687987162028
10532.8d596033.bccb.44dc.aa21.946a4e4c5b1a,22.59977693832065,53.33474325574035
10532.8d972760.88c4.49f9.8712.a919bb215db5,-13.994027090745366,59.82081347424616
10532.8d9faaed.d3f1.4d05.9f4f.38b916fb5bb8,27.7780314518236,56.38651932862652
10532.90120dc2.ad2e.4916.a660.633ba4b6a7b8,-51.46251635815913,35.4208395537072
10532.90b5a4f1.85bf.43ba.b100.08c077f4b0cd,-30.362876930527896,55.65049859463403
10532.90e7d744.0e3b.4081.a2b5.3b82e5323b25,-17.201941064990205,69.16835987133658
10532.91023f5b.9d29.404a.a1d8.211f4942b9f7,20.270217849067286,50.474205736458224
10532.932158d8.e379.4cc8.8a38.b3755c70cff9,-49.34376058195384,40.72079935633016
10532.9362298f.4177.4fb2.8a1e.9c4e4d5eb058,-30.403629428792403,55.33536972368797
10532.96e90c95.020c.41ef.9828.85cd563eb8bb,67.51741834172168,56.94674013161679
10532.973536e9.32f0.4837.9c9a.91d8ca24ec0e,-10.535831794336609,17.062560337064554
10532.97e0e94b.e50b.402f.9d18.8277c8d81d9a,25.1255010837475,49.33917137998095
10532.98c66ce0.1f4c.422c.86e9.3561ea63b612,-40.88785576153544,67.43585229642554
10532.98d36350.175c.439b.a534.27de6e5783ad,-13.169409444005488,22.63485917160627
10532.990b9c49.0a02.41d5.936d.9ee172c33b2f,-30.4946562539903,55.35528420181016
10532.99b59c4d.8f92.4b4f.a1e8.feac7a698f02,-49.4111715807136,67.38163228597672
10532.9ad2ea88.f0eb.435c.976d.416ebbfcd1b4,41.59865952502657,62.03695762628673
10532.9ae6a37c.be4b.4ce6.afce.7bb6ab13e531,-13.224905758098394,22.665190905770576
10532.9b00e3b8.869c.4664.ad85.4428c7adf122,-51.47747928194772,35.30391247455616
10532.9b3e87a6.3041.4d90.be02.332c1b097988,26.485555577323584,58.25479800170636
10532.9b692a58.33a3.4645.86a3.3cd91d3a1b4b,-9.920380055822422,19.126895969702364
10532.9bcd5895.a696.438c.a053.d29869a6ff8e,-15.676086980524584,62.00952608405445
10532.9be04e3a.a432.42ef.892d.ee025e4171ee,31.29896050124983,62.090431619622926
10532.9c01ae7a.4e91.40b3.9b10.b8d859f7709a,-16.92125764187949,32.70498047407876
10532.9c0fc647.8ae0.4c53.95ab.c0c9b5995ce6,-29.108427034022885,38.671128104730016
10532.9ce7575e.ced6.4a0d.b97e.c66616c88598,-34.30280823138103,60.28320767784725
10532.9e09667c.116e.493a.9871.eb20ffaa78c3,8.166700809965514,50.40175409403844
10532.9e0e46c9.56fb.486e.953e.6feb8b2593a9,-33.83154582231926,-2.5292719500601826
10532.9e5630dc.0ab1.4e85.a4e8.24774a6bf46e,-30.564088917733468,55.20843165067193
10532.9e6231cc.081f.4a34.8c8e.87b7d19bc1a7,-17.003902418144094,69.05533929202196
10532.9e92829f.cd7a.4950.8a1e.40da8411f5c2,24.12788084436356,49.26194335521574
10532.9ed6ca18.aff3.4795.ab4a.1b7af3b839a9,37.4924756938148,69.54716504694485
10532.9f8969fc.b303.470c.826d.6c3bab546727,11.507438546125378,58.84731396646783
10532.9fa049be.9576.476d.9c8b.bedd0afaa86e,-64.09840101119397,29.26490819619376
10532.9fd07251.eccf.4636.a7e8.e8d33c67b49d,21.768844219909937,50.73019482720832
