fid,cosine,Type
AB238927.1.1486,-0.018357603470449402,anaerobic
KP966092.1.1345,-0.027461255875250227,anaerobic
FJ369153.1.1365,-0.02373621659348771,anaerobic
ABGD02000021.1868.3380,-0.024347490070110663,anaerobic
FJ369934.1.1360,-0.028081845713161566,anaerobic
FJ372234.1.1374,-0.022786599092742894,anaerobic
HM007578.1.1344,-0.015320017749863328,anaerobic
HQ774224.1.1417,-0.0038071166253290374,anaerobic
HQ789383.1.1443,-0.017044568357589364,anaerobic
AB595132.1.1457,-0.00991254391186346,anaerobic
AY151398.1.1400,-0.018431017012472597,anaerobic
HQ787308.1.1451,-0.015291478718353485,anaerobic
AB601001.1.1469,-0.038934594724966895,anaerobic
D86187.1.1513,-0.02188642057848801,anaerobic
GQ491661.1.1347,-0.015366453018927625,anaerobic
FJ509958.1.1383,-0.02920309779274929,anaerobic
GQ898414.1.1490,-0.012141799687139314,anaerobic
KF990498.1.1449,-0.02297677030003096,anaerobic
KF147852.1.1523,-0.022925126612391367,anaerobic
FJ363169.1.1353,-0.008773481104656339,anaerobic
HQ768433.1.1402,-0.009648221577885426,anaerobic
FJ365362.1.1347,-0.004469917695960906,anaerobic
CP001853.563211.564442,-0.014519659183742652,anaerobic
HQ807118.1.1422,-0.01906699309410182,anaerobic
FJ363562.1.1364,-0.003831153522325541,anaerobic
HQ807131.1.1274,-0.017597118235476952,anaerobic
AY979504.1.1362,-0.021309629529091694,anaerobic
CDZC01018442.2079.3583,-0.023337035192453864,anaerobic
AGXQ01000010.543.2059,-0.018450520240064803,anaerobic
JN787191.1.1404,0.11780753367495175,facultatively
JF163825.1.1359,-0.027840889510924182,anaerobic
LN824133.260327.261854,0.10553407509912341,facultatively
HQ751509.1.1444,-0.03415063462255633,anaerobic
LT622246.5345680.5347196,-0.023966419043806995,anaerobic
CP012801.4518451.4519968,-0.0261882650166426,anaerobic
FJ154797.1.1435,0.06794879731758284,facultatively
JN713312.1.1522,-0.028655513295441356,anaerobic
JQ083407.1.1518,-0.013334394775440832,anaerobic
HQ777715.1.1440,-0.017043476379715986,anaerobic
EF405400.1.1491,-0.008568562473492665,anaerobic
FJ366051.1.1366,-0.0037988770238368305,anaerobic
EU765990.1.1358,-0.024669338200535483,anaerobic
HQ779582.1.1438,-0.0038024422503451097,anaerobic
AB490804.1.1482,-0.019127928330233475,anaerobic
EU766073.1.1358,-0.02639919510064318,anaerobic
DQ905075.1.1402,-0.0179329321089411,anaerobic
FJ511229.1.1372,-0.028203817644433495,anaerobic
FJ366749.1.1313,-0.025090689667018738,anaerobic
AB554233.1.1486,-0.01736813543752435,anaerobic
FJ369857.1.1343,-0.028161705473911395,anaerobic
JF161006.1.1350,-0.007129355043552121,anaerobic
JQ189818.1.1366,-0.011994855555280504,anaerobic
LT906459.1477099.1478610,-0.009949941763069821,anaerobic
KF843378.1.1402,-0.029203208438337777,anaerobic
FJ370437.1.1363,-0.012441459549586338,anaerobic
EU763365.1.1358,-0.023772925829753586,anaerobic
FJ371227.1.1374,-0.01621085821975306,anaerobic
AY571668.1.1382,-0.015003932884985938,anaerobic
JN012913.1.1445,-0.027808117009095187,anaerobic
JQ189008.1.1369,0.10919305932891839,facultatively
FJ507772.1.1371,-0.015323601550096976,anaerobic
JX006410.1.1422,-0.03444550430156768,anaerobic
HQ748409.1.1436,-0.02395072913372871,anaerobic
JQ940705.1.1452,-0.005912644486572153,anaerobic
EU156766.1.1269,0.1274821107938494,facultatively
HQ778902.1.1445,-0.02624512505727405,anaerobic
AB064919.1.1492,-0.009266755948760315,anaerobic
GQ491919.1.1299,-0.019037034264775175,anaerobic
EU763050.1.1359,-0.028724821423110065,anaerobic
DQ803578.1.1379,-0.012408946611601381,anaerobic
CP026799.318192.319713,0.07197016872318708,facultatively
AY980959.1.1365,-0.012381364723374982,anaerobic
HQ770013.1.1422,-0.019150684114391744,anaerobic
EU767269.1.1364,-0.028424538066398986,anaerobic
EF401853.1.1491,-0.0032828061790550764,anaerobic
FJ363277.1.1367,-0.004390212252950978,anaerobic
AF371544.1.1441,-0.012293807578015055,anaerobic
HQ786260.1.1434,-0.01704171902279803,anaerobic
CXSE01001446.1371.2879,-0.030745695871606565,anaerobic
HQ794655.1.1423,-0.009978106034339348,anaerobic
CP026831.867103.868624,0.03898793404555776,facultatively
HQ775268.1.1445,-0.02406703432361175,anaerobic
AY608696.1.1419,-0.027751683508303735,anaerobic
HQ793351.1.1455,-0.030047008631182513,anaerobic
GQ493505.1.1359,-0.01861852749944884,anaerobic
EF402450.1.1486,-0.026196817232037293,anaerobic
AY981913.1.1349,-0.02843104464706813,anaerobic
CP025401.228528.230064,0.04541176342528116,facultatively
FJ558463.1.1408,0.09033189319027825,facultatively
BABG01001111.245.1757,-0.0010522431186267744,anaerobic
HG941718.4584016.4585545,0.06159051979913762,facultatively
HQ772111.1.1472,0.06989218959025995,facultatively
CP027766.3801242.3802763,0.016560129225541512,facultatively
AB506232.1.1522,-0.004531024416291084,anaerobic
EF399604.1.1493,-0.011736956860987913,anaerobic
AB680374.1.1442,0.10854164688311961,facultatively
EF401817.1.1484,-0.02612991265229333,anaerobic
HQ818476.1.1435,-0.017255287827657593,anaerobic
HQ778643.1.1430,-0.027867201163784546,anaerobic
AF275894.1.1267,-0.023087964267015683,anaerobic
CP027593.484447.485968,0.042038607894917576,facultatively
CP018757.1943194.1944702,-0.01530673801170266,anaerobic
FJ363012.1.1338,-0.00860410975682972,anaerobic
HQ794846.1.1268,-0.024183547225311613,anaerobic
EF404703.1.1494,-0.02988816714615717,anaerobic
EF400878.1.1492,-0.007524102289357866,anaerobic
FJ679915.1.1389,-0.011476158820070852,anaerobic
FJ879055.1.1485,-0.01849801253587059,anaerobic
HM281543.1.1383,-0.020032581733513823,anaerobic
GU374012.1.1506,0.10475499534597721,facultatively
KH326986.2814669.2816178,-0.0036258553532469715,anaerobic
EU459332.1.1401,0.0589869678454154,facultatively
LS483393.115605.117105,-0.01727565366309769,anaerobic
JQ607588.1.1429,0.09033266638806856,facultatively
CYZE01000004.470365.471876,-0.0342427746828694,anaerobic
EF400740.1.1495,-0.01183113179113398,anaerobic
FPLO01007601.10.1524,-0.009231780355855946,anaerobic
FJ372102.1.1322,-0.013006903286019503,anaerobic
FJ370307.1.1358,-0.0300768394789339,anaerobic
DQ794376.1.1367,-0.026123325000864315,anaerobic
CZBH01000001.999036.1000544,-0.018963707024799555,anaerobic
GQ016596.1.1355,-0.028019317166949113,anaerobic
LT223609.1.1490,-0.02595135044777971,anaerobic
EF405470.1.1494,-0.01918901390105859,anaerobic
DQ805751.1.1346,-0.03009522954292758,anaerobic
JN187075.1.1498,-0.007751584835967926,anaerobic
KP889099.1.1383,-0.008004485334698832,anaerobic
FJ365867.1.1379,-0.006389330221819944,anaerobic
HQ813660.1.1437,-0.02966155455116402,anaerobic
GQ491970.1.1359,-0.006437360425533104,anaerobic
FJ511728.1.1377,-0.02981720789053031,anaerobic
EF400391.1.1491,-0.012154236618302129,anaerobic
AP018533.3254502.3256012,-0.01633262677357484,anaerobic
FJ503363.1.1377,-0.027087841222134507,anaerobic
KF841776.1.1365,-0.004813940394950975,anaerobic
DQ795542.1.1390,-0.027084900206064546,anaerobic
HQ770164.1.1458,-0.014978537419246882,anaerobic
FJ362983.1.1338,-0.004866936609887123,anaerobic
HQ784638.1.1442,-0.018640358965308645,anaerobic
CDZS01054246.58550.60054,-0.019074898039859133,anaerobic
AB238924.1.1486,-0.018365551690192133,anaerobic
AY974070.1.1396,-0.025849146106515765,anaerobic
DQ400350.106162.107648,0.004047019438169432,anaerobic
GQ133121.1.1411,0.041776297862753733,facultatively
DQ445723.1.1210,-0.00864391877484913,anaerobic
EF603861.1.1491,-0.0033453327634241177,anaerobic
JF143268.1.1370,0.06785377555832535,facultatively
EU509561.1.1379,-0.014780701026923944,anaerobic
KT923323.1.1217,0.038696552099838494,aerobic
DQ796936.1.1402,-0.013530910396330408,anaerobic
EF404747.1.1494,-0.029436121145420414,anaerobic
FJ370633.1.1245,-0.031892422095458645,anaerobic
GQ898267.1.1477,-0.034837312782494446,anaerobic
HQ739956.1.1454,-0.023813108781186847,anaerobic
HQ785700.1.1436,-0.009940647712494114,anaerobic
LT615140.3.1322,0.055026887757807785,facultatively
FJ371271.1.1360,-0.029219885917063038,anaerobic
HQ796723.1.1444,-0.014714910049420249,anaerobic
EF403383.1.1490,-0.014736803483950654,anaerobic
HQ775614.1.1428,-0.015249820709970476,anaerobic
HK240816.4.1502,-0.024947563748062625,anaerobic
EU468131.1.1313,-0.009853528011862017,anaerobic
AP011541.2938766.2940303,0.009439483482115357,aerobic
DQ905437.1.1471,-0.01734831674458814,anaerobic
HQ767419.1.1452,-0.03619089762882615,anaerobic
JF160900.1.1352,-0.015462484437515687,anaerobic
DQ905133.1.1451,-0.005427161333844599,anaerobic
ABCA03000037.60092.61588,-0.024508334112085646,anaerobic
AB606308.1.1509,-0.010677134043986836,anaerobic
JQ189066.1.1363,-0.011568980264249283,anaerobic
JQ186542.1.1364,-0.011864591039706072,anaerobic
EU464362.1.1405,-0.005675193994268492,anaerobic
HQ698586.1.1428,-0.001378983303739959,aerobic
KX021300.1.1561,-0.02007423426376158,anaerobic
FNWA01000005.212.1718,-0.024837860984561987,anaerobic
JX657043.1.1256,0.005591392507820064,aerobic
JN713503.1.1475,-0.01583575121254008,anaerobic
FQLV01000006.581693.583207,-0.013475181752361629,anaerobic
LT700188.630817.632359,-0.01643830941814659,anaerobic
LT700187.554140.555655,-0.010808587679201644,anaerobic
FWEL01000003.4055.5565,-0.016029408100095854,anaerobic
LT827128.1667230.1668717,-0.03329923809228781,anaerobic
LT576387.1.1491,-0.004361734590727286,anaerobic
HK693446.10.1506,-0.045399311479819224,anaerobic
FJ543031.1.1448,0.001009333546182048,aerobic
FMFC01000005.257803.259286,-0.012085664708270173,anaerobic
FJ611878.1.1366,0.13187259348315192,facultatively
AY136666.1.1483,-0.015008826699583049,anaerobic
GQ492408.1.1378,-0.016392445946743335,anaerobic
HM287807.1.1367,0.1276531794033614,facultatively
EU462565.1.1387,-0.02809165401243157,anaerobic
EF402425.1.1497,-0.027811772852384672,anaerobic
FJ367848.1.1334,-0.02809327708905455,anaerobic
JF200027.1.1366,0.12821063126207888,facultatively
AJ400261.1.1495,-0.029320528620162878,anaerobic
AY993830.1.1279,-0.018276577708964938,anaerobic
EF098973.1.1393,-0.025158057030550355,anaerobic
AB702916.1.1364,-0.032397708147701564,anaerobic
JQ084332.1.1496,-0.024109154194170538,anaerobic
EF099902.1.1386,-0.015235336601110068,anaerobic
DQ904727.1.1491,-0.001546003662097755,anaerobic
HM196764.1.1419,0.005466328319375967,aerobic
D85438.1.1376,-0.007122223827149934,anaerobic
EU768315.1.1350,-0.022540514100928593,anaerobic
AF414809.1.1363,-0.015271277502174215,anaerobic
X82061.1.1402,0.03879079447093762,aerobic
KF077536.1.1357,-0.004343912280903254,anaerobic
ABDX01000067.78.1390,-0.017401205078238686,anaerobic
AY928229.1.1275,0.000920269143832092,aerobic
DQ287787.1.1400,0.003249948341509824,aerobic
AF145752.1.1280,0.00012723436151178432,aerobic
CU466639.1.1029,-0.007617676001424245,anaerobic
DQ250645.1.1314,-0.02279841906986812,anaerobic
CP001682.1030248.1031751,-0.037750315866711556,anaerobic
HM007566.1.1345,-0.0150167152249924,anaerobic
CP001859.2076155.2077699,-0.00646903793771312,anaerobic
HM007585.1.1335,-0.017267733986592985,anaerobic
AM942444.1853332.1854780,0.03878957494796666,aerobic
EF090267.1.1445,-0.006102052312322101,aerobic
FN178464.1.1428,-0.0452829058469854,anaerobic
CP001104.697435.698953,-0.00574645199488748,anaerobic
AJ576075.1.1341,0.024413188803701618,anaerobic
AF481227.1.1485,-0.024167580665742306,anaerobic
ABEZ02000015.506.1996,-0.012606540112430002,anaerobic
AJ518871.1.1462,-0.02805201033664378,anaerobic
ABWK02000005.70.1618,-0.012291482299713464,anaerobic
ABWL02000011.84303.85559,0.13456044766972677,facultatively
ACBZ01000217.267.1788,-0.03362101683425045,anaerobic
HE586270.1.1301,0.03872974596973902,facultatively
HM340973.1.1345,-0.026501380032743986,anaerobic
HM308648.1.1374,0.11895345579328048,facultatively
ACIP02000003.114175.115697,-0.029107081184061433,anaerobic
ACKS01000100.344.1864,-0.02831586982938847,anaerobic
ACKT01000055.15.1310,-0.010611094293696268,anaerobic
ACLA01000028.1.1216,-0.010644953775003721,anaerobic
KY867686.1.1313,0.12201506740667936,facultatively
JF161681.1.1371,0.12048590919719798,facultatively
ACUX02000006.1.1301,-0.0337263553293511,anaerobic
HM328994.1.1359,-0.024558645247260095,anaerobic
AJ006962.1.1476,-0.02104660084734213,anaerobic
AB006127.1.1290,0.09884209742826985,facultatively
AF473834.1.1411,-0.020207525295775717,anaerobic
EU463949.1.1313,0.0810428968030381,facultatively
AF073448.1.1435,0.006688509399538222,facultatively
ABJL02000007.1225076.1226586,-0.026037694944379134,anaerobic
ACFE01000007.338.1763,-0.04525630106828412,anaerobic
AJ247194.1.1416,0.00020838646279203887,aerobic
KF465016.1.1275,0.0006138295486950749,aerobic
ADFR01000011.3460.4852,0.004318960427546659,facultatively
AY281078.1.1430,0.0900493880682681,facultatively
EU156772.1.1329,0.11173148803226307,facultatively
ABQC02000019.758957.760260,-0.008610432320688458,anaerobic
AB490811.1.1610,-0.0044405006592111015,anaerobic
CP002544.1477119.1478630,-0.0099390647340996,anaerobic
AB182483.1.1494,-0.027032307283980907,anaerobic
ADBC01000153.367.1631,0.07835235978423608,facultatively
CP002631.1129479.1131009,-0.006922411459327401,anaerobic
BX294149.206764.208278,-0.010668683508364389,aerobic
AF231131.1.1494,0.08091626410746107,facultatively
AB331897.1.1481,-0.018773202468642176,anaerobic
GQ897735.1.1465,-0.02267451910790911,anaerobic
FJ792537.1.1368,-0.013159502656081516,anaerobic
AB200414.1.1491,-0.027644715392621293,anaerobic
KC796791.1.1216,-0.0007266527785952939,aerobic
HM318500.1.1364,0.07433122883077489,facultatively
AB547703.1.1492,-0.0272564541167772,anaerobic
EU156757.1.1329,0.11673949783763332,facultatively
FJ372349.1.1359,-0.009675379608029914,anaerobic
EU709017.1.1408,0.0008040755875222839,aerobic
X87152.1.1478,-0.022744544772418263,anaerobic
ADLN01000129.202.1639,-0.03188997735470549,anaerobic
JF824809.1.1341,-0.03481672612898384,anaerobic
EF436500.1.1394,-0.011916839471742009,anaerobic
AJ621555.1.1472,0.0795307976239503,facultatively
HM120210.1.1395,-0.017242805618758725,anaerobic
HM120211.1.1436,-0.01726096878423309,anaerobic
AFZE01000039.3843.5359,-0.021548088800057943,anaerobic
JF506644.1.1364,0.06791080287449196,facultatively
AJ540309.1.1413,0.02568622722892916,facultatively
AB370249.1.1521,-0.0065213745443366816,anaerobic
AB547648.1.1487,-0.010314264792940897,anaerobic
AJVZ01000001.43924.45432,-0.0274008735071262,anaerobic
CP003274.119147.120561,-0.017529279973761004,anaerobic
D86184.1.1515,-0.01971016612961981,anaerobic
AP012211.1087525.1089021,-0.03354087131803584,anaerobic
EU484334.1.1464,0.027836071830487193,facultatively
GQ010274.1.1353,-0.021497735984321607,anaerobic
AB490806.1.1463,-0.03360826879023861,anaerobic
FJ505173.1.1385,-0.012792694483599763,anaerobic
EU928746.1.1484,0.004984111585233683,aerobic
AGZE01000001.1.1322,0.1195318683897221,facultatively
JF750939.1.1409,-0.009631207716858867,anaerobic
EU483153.1.1362,-0.026536658980056766,anaerobic
JN837493.1.1464,-0.041564712339671336,anaerobic
CAHB01000032.96.1603,-0.02680996799205455,anaerobic
JF193794.1.1368,0.09623044221148944,facultatively
JF810080.1.1222,0.0003500932195879487,aerobic
GQ031841.1.1347,-0.02529982336150709,anaerobic
GU938835.1.1463,-0.026655076315367364,anaerobic
X82053.1.1322,0.038897460474002735,aerobic
JQ638581.1.1507,0.00027785626642120605,aerobic
APON01000042.130541.131744,0.0010925461672038977,aerobic
APRQ01000025.1.1216,-0.00018745464991276007,aerobic
APQG01000021.1.1300,-0.0005048715434497873,aerobic
AJ420197.1.1444,0.12890766530988224,facultatively
EF441948.1.1209,0.0003184494569118197,aerobic
AM398646.1.1476,0.0371050991479513,aerobic
AQHX01000018.1891.3401,-0.027743386825437862,anaerobic
EF098031.1.1281,-0.029709077011653266,anaerobic
ARDE01000044.40.1291,0.1110881553868344,facultatively
Y18274.1.1429,0.10953053270931751,facultatively
ASVV01000008.1.1273,0.12152067477468573,facultatively
AY033815.1.1294,0.11097225712250351,facultatively
AY033814.1.1295,0.10954051715881895,facultatively
Y18355.1.1409,0.11142766703888154,facultatively
FJ185225.1.1409,0.038829028979393033,facultatively
AP010969.19547.20881,0.118952196493264,facultatively
AM419461.1.1482,-0.010633961214366648,facultatively
EU539331.1.1400,0.12606175446926265,facultatively
ATXW01000003.334809.336317,-0.02071116692874847,anaerobic
ET632854.1.1312,-0.007064964098077189,anaerobic
U16147.37.1417,-0.017417275651766692,anaerobic
AP013105.452097.453554,-0.031020154280741202,anaerobic
AB547668.1.1490,-0.013167819750071872,anaerobic
FN297835.1.1455,0.0019218798527333432,aerobic
AB006125.1.1294,0.09712187714091826,facultatively
AB267809.1.1461,-0.013152201137183617,anaerobic
CP003368.1374622.1376046,-0.02711276085907762,anaerobic
JN713280.1.1508,-0.014627260626505724,anaerobic
HE586273.1.1306,0.03883900271831269,facultatively
KF068512.1.1332,-0.04517586768919498,anaerobic
FJ557711.1.1373,-0.045181534325673296,anaerobic
FPLM01006526.10.1505,-0.0140467293578259,anaerobic
JQ388596.1.1363,-0.017725894551760633,anaerobic
CU463952.1.1334,-0.01175538829910276,anaerobic
AZHT01000085.231.1740,-0.02780050351185527,anaerobic
AB547682.1.1492,-0.02718655056636793,anaerobic
AJ005635.1.1447,-0.027375521554133673,anaerobic
AB108825.1.1490,-0.024027009358626207,anaerobic
KF098801.1.1360,-0.028002325965412547,anaerobic
AB480534.1.1481,-0.02694343332172713,anaerobic
AB574480.1.1486,-0.03089040912692857,anaerobic
AJ243966.1.1459,0.12832156700235461,facultatively
EF187238.1.1370,-0.01411149845204191,anaerobic
KC178609.1.1210,-0.0010259759125585347,aerobic
JNLG01000001.2768369.2769878,-0.02458941950265127,anaerobic
AF129443.1.1436,0.12806738018268984,facultatively
AJ233437.1.1480,0.13130798493496615,facultatively
JN863469.1.1246,0.0006536251191600457,aerobic
AM982792.1.1317,0.005474667257034102,aerobic
U20776.1.1231,0.00015484242068055046,aerobic
GU361820.1.1495,-0.014204915932748615,anaerobic
CP025090.1.1324,0.056360722656003476,facultatively
AY696661.1.1417,0.07207055488008457,facultatively
AB547706.1.1493,-0.026070033221767618,anaerobic
D86197.1.1437,-0.0224468585127292,anaerobic
HK693616.1.1245,-0.014435667837787934,anaerobic
AY962684.1.1342,0.0004701778970719193,aerobic
X96961.1.1474,-0.027799666606305364,anaerobic
AJ291746.1.1317,-0.012720029690184933,anaerobic
JN196132.1.1253,-0.006569362095196239,aerobic
CCYH01000050.193.1720,-0.024843797883559646,anaerobic
HQ132411.1.1472,-0.01869273837159294,anaerobic
LC318225.1.1360,0.08623978836424596,facultatively
JF411966.1.1448,0.08245323955297058,facultatively
FJ684702.1.1403,-0.023190674675381443,anaerobic
HE962386.1.1485,0.00021840440030383463,aerobic
FJ558046.1.1407,0.10964225598357143,facultatively
AQHW01000007.13.1527,-0.025796259692451508,anaerobic
AY574991.1.1453,-0.010830970423128809,anaerobic
JF312713.1.1310,-0.019616351920948932,anaerobic
GU361815.1.1483,-0.017366406673545304,anaerobic
AF432082.1.1445,-0.02182913791553103,anaerobic
GU361819.1.1483,-0.018037806329800687,anaerobic
AB425276.1.1515,-0.018194873982809404,anaerobic
AJ307005.1.1380,-0.01517633703694887,anaerobic
JQ354968.1.1364,-0.014715081321275712,facultatively
AEON01000002.393494.395009,-0.010707939317490625,anaerobic
EU777812.1.1396,0.00014837455024611655,aerobic
L37040.1.1377,-0.020219613477193973,anaerobic
JQ449806.1.1396,0.025725849483617242,facultatively
HQ805418.1.1475,0.11966945916120647,facultatively
HM837356.1.1369,0.12776194433011062,facultatively
CP019469.23204.24685,-0.012887896442320922,anaerobic
CDYH01004733.267.1779,-0.007013992088420063,anaerobic
ACTH01000059.589.2110,-0.035662052317330446,anaerobic
CWJP01000006.3412.4922,-0.015006997332067335,anaerobic
CWIP01000014.383.1877,-0.011959808307738535,anaerobic
FJ858731.1.1262,-0.014599599882288672,anaerobic
EF059881.1.1417,0.13242974179833286,facultatively
CXYV01000001.3634.5142,-0.026654803211145252,anaerobic
EU928984.1.1238,0.03711397409112208,aerobic
AJAM01000006.437650.439197,0.10855473040460832,facultatively
CYUJ01000003.976605.978112,-0.026922275614882796,anaerobic
JX644378.1.1443,0.0009266064483243574,aerobic
LT622246.646741.648255,-0.023239538205379714,anaerobic
AB698720.1.1455,0.0003312339027212336,aerobic
AB608051.1.1488,0.084467666879462,facultatively
AB365975.1.1498,0.08260479221941472,facultatively
AY533299.1.1239,0.009389188360083678,anaerobic
JQ746476.1.1309,-0.004739556668959501,aerobic
JF106005.1.1329,-0.00976602981949288,anaerobic
BAAW01000377.208.1702,-0.01726109804113323,anaerobic
FAUJ01000006.3367.4875,-0.024985904541630653,anaerobic
FAUL01000012.89600.91090,-0.039777006130010034,anaerobic
FAVJ01000004.312430.313940,-0.028800481445537315,anaerobic
LN881588.1.1487,-0.00990432424276893,anaerobic
JX905358.1.1469,-0.04511885236759495,anaerobic
JQ087391.1.1503,-0.004817516420425408,facultatively
JN399172.1.1338,4.0684685031271615e-05,aerobic
JN429196.1.1223,0.0002249394215270459,aerobic
Y17318.1.1501,0.12010122945926709,facultatively
Y18160.1.1416,0.10855753772901344,facultatively
JF206640.1.1370,0.11985252307497313,facultatively
KF537630.1.1368,-0.045413047524325505,anaerobic
EU427463.1.1403,0.039728610975486696,facultatively
LSDM01000016.215.1732,-0.02865559635201433,anaerobic
LSDT01000016.46.1601,-0.020334045690637317,anaerobic
AJ251986.1.1401,0.027770655703428872,facultatively
AJ251630.1.1502,-0.010510789655592857,anaerobic
EU156758.1.1329,0.08343831725457637,facultatively
AB237713.1.1455,-0.005347588109887637,anaerobic
AB012589.1.1484,0.011615221144344077,facultatively
CP014480.1.1202,0.005966602168193145,aerobic
GQ240641.1.1325,0.0021258886803116454,aerobic
AP017469.4528062.4529584,0.12527938434979988,facultatively
AY991326.1.1309,0.0891284814305892,facultatively
AM943053.1.1287,0.1023050883581516,facultatively
EU024145.1.1318,0.000463827349645504,aerobic
AB071953.1.1312,0.004533651303400048,aerobic
MAIQ01000023.175.1690,-0.010735681059819615,anaerobic
KU170959.1.1307,0.01191440982979007,aerobic
CP016756.2221207.2222594,-0.0005772917404465579,aerobic
JQ809697.1.1447,-0.011446610747814806,anaerobic
AB681219.1.1466,0.09813410629689559,anaerobic
JF096707.1.1375,0.11896846088613841,facultatively
EF419416.1.1447,0.008648212484920164,aerobic
HM274530.1.1342,0.03865999112328571,facultatively
HE983827.1.1428,0.03884430539103535,facultatively
AB681920.1.1462,-0.0003451425570029992,aerobic
KU744405.1.1460,0.00465292764256136,anaerobic
AM420266.1.1496,-0.027518685192820108,anaerobic
EU629164.1.1344,0.13263479065301279,facultatively
FM872292.1.1364,-0.0008874898488986975,aerobic
JF506634.1.1362,0.0686451236915937,facultatively
JF506640.1.1362,0.06853749866986833,facultatively
CVRG01041904.1.1229,-0.00117383723412111,aerobic
AF207074.1.1392,0.00454944978836878,aerobic
ATXR01000029.87.1300,0.1308240118097492,facultatively
AB741663.1.1324,0.12982376555293276,facultatively
JF181670.1.1367,0.07234529578036554,facultatively
HQ452853.1.1464,-0.014947693540310437,anaerobic
LN846908.1.1491,-0.016097460365471286,anaerobic
HQ817639.1.1455,-0.02737551777556479,anaerobic
LN998062.1.1487,0.002784996565416804,anaerobic
AY916371.1.1353,-0.016317050748480413,anaerobic
EF012366.1.1251,0.13047350270976282,facultatively
GQ069882.1.1359,0.0002153289785398038,aerobic
KR364792.1.1528,-0.00758059697925495,anaerobic
AJ508452.1.1498,-0.012418377248372272,anaerobic
AY349387.1.1503,-0.0027536268779904107,anaerobic
JF681464.1.1256,0.0006401119752559066,aerobic
HQ716707.1.1479,-0.023791863320715277,anaerobic
LT598564.1.1490,-0.019697392249932187,anaerobic
CP018735.5184774.5186301,0.10837819713843613,facultatively
BAHW02000064.49.1563,-0.023905320966384112,anaerobic
AB008531.1.1246,0.000497875586836145,aerobic
JQ608324.1.1434,0.0003816923277057612,aerobic
JF459957.1.1238,0.0002474439803723089,aerobic
EF694029.1.1433,0.09920330126117403,facultatively
CP011914.198813.200280,-0.029551809948472656,anaerobic
FPLO01003477.18.1265,-0.0053842040840811276,anaerobic
HM008785.1.1368,-0.007052882968316883,anaerobic
KF842779.1.1381,-0.02188942015287243,anaerobic
JQ460165.1.1205,-0.009558348296804756,anaerobic
AB294138.1.1215,-0.03334698476722696,anaerobic
KU291314.1.1247,-0.017276317038933734,anaerobic
CEAO01012899.477.1987,-0.009560363871673746,anaerobic
FCNB01000038.5661.7156,-0.03546875556413758,anaerobic
KY595972.1.1342,-0.0326711874963719,anaerobic
HM250430.1.1372,0.03839167492275685,facultatively
DQ465412.1.1218,0.06907470550836182,facultatively
GQ416847.1.1463,0.1299772608783215,facultatively
HM445410.1.1361,0.0008527818737899983,aerobic
EF108443.1.1344,-0.015145011728446714,anaerobic
EF185167.1.1497,-0.015167049300522466,anaerobic
JF156670.1.1384,-0.015153718994962677,anaerobic
AF439641.1.1400,-0.015112609387484625,anaerobic
AM943044.1.1276,0.12431073854343506,facultatively
JQ083417.1.1528,-0.01962287389095162,anaerobic
X55410.1.1333,-0.00952953281635896,anaerobic
DQ014580.1.1347,-0.0024313150287553387,anaerobic
EF604740.1.1488,-0.003403825895523252,anaerobic
