	Aerobic	Anaerobic	Contains_Mobile_Elements	Facultatively_Anaerobic	Forms_Biofilms	Gram_Negative	Gram_Positive	Potentially_Pathogenic	Stress_Tolerant
4362197	1	0	0.004310345	0	0.029411765	1	0	0.00729927	0.016949153
4362191	0	1	0	0	0.029411765	1	0	0	0
4362193	1	0	0.004310345	0	0.029411765	1	0	0.00729927	0.016949153
820758	0	0	0.00862069	0	0.029411765	1	0	0.02919708	0.101694915
705060	1	0	0.030172414	0	0.029411765	1	0	0.051094891	0.101694915
4363449	0	1	0.004310345	0	0.029411765	1	0	0	0.016949153
2355481	0	0	0.004310345	0	0	1	0	0	0.016949153
160258	1	0	0.00862069	0	0.029411765	0	1	0	0.016949153
160257	1	0	0.00862069	0	0.058823529	1	0	0.00729927	0.016949153
160254	1	0	0.004310345	0	0.029411765	0	1	0	0.016949153
160252	0	0	0.00862069	1	0.058823529	1	0	0.00729927	0.016949153
46867	0	1	0.004310345	0	0	0	1	0	0.016949153
1032480	0	0	0.004310345	0	0.029411765	1	0	0.00729927	0.016949153
103548	0	0	0.00862069	1	0	0	1	0.01459854	0
3443119	0	1	0.00862069	0	0	0	1	0.01459854	0.016949153
926665	0	0	0.043103448	1	0	0	1	0.00729927	0.016949153
2460828	1	0	0.004310345	0	0	1	0	0.01459854	0.016949153
320502	0	0	0.00862069	1	0.029411765	1	0	0.072992701	0.186440678
320503	0	0	0.086206897	0	0	0	1	0.01459854	0.016949153
320507	0	0	0.004310345	0	0.029411765	1	0	0.00729927	0
3820027	1	0	0.004310345	0	0.029411765	1	0	0.02919708	0.101694915
2595969	0	0	0.004310345	0	0	0	1	0	0.016949153
2595968	0	0	0	0	0	1	0	0	0.016949153
4403161	1	0	0.004310345	0	0.029411765	1	0	0.03649635	0.050847458
4403163	0	1	0.00862069	0	0	0	1	0.01459854	0.016949153
163507	0	1	0.064655172	0	0.029411765	1	0	0.072992701	0.186440678
2595967	0	0	0.004310345	0	0	0	1	0	0.016949153
4403168	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
513052	0	1	0.004310345	0	0	1	0	0.00729927	0
513053	0	1	0.004310345	0	0	1	0	0.00729927	0.016949153
342642	0	0	0.004310345	0	0.029411765	1	0	0.02919708	0.084745763
513057	0	1	0.004310345	0	0	0	1	0	0.016949153
513055	0	0	0.00862069	0	0.029411765	1	0	0.02919708	0.101694915
2140550	0	1	0.004310345	0	0.029411765	1	0	0	0.016949153
4325125	0	0	0.004310345	0	0	1	0	0	0.016949153
4325126	1	0	0.00862069	0	0.029411765	0	1	0	0.016949153
549936	1	0	0	0	0	1	0	0.00729927	0
549937	1	0	0	0	0.029411765	1	0	0.01459854	0.016949153
549934	0	0	0.081896552	1	0.205882353	1	0	0.270072993	0.762711864
549935	1	0	0.00862069	0	0.029411765	0	1	0	0.016949153
549933	0	0	0.012931034	1	0.029411765	1	0	0.087591241	0.186440678
587132	0	0	0.004310345	0	0.029411765	1	0	0.02919708	0.084745763
828182	0	0	0.004310345	0	0.029411765	1	0	0.00729927	0
4356914	0	1	0	0	0	1	0	0.01459854	0.016949153
4356913	1	0	0.004310345	0	0.029411765	0	1	0	0.016949153
587139	0	0	0.004310345	0	0.029411765	1	0	0	0.016949153
549939	1	0	0.004310345	0	0.029411765	1	0	0.02919708	0.050847458
584444	1	0	0.00862069	0	0.029411765	0	1	0	0.016949153
2616102	1	0	0	0	0	1	0	0.00729927	0.016949153
533393	0	1	0.004310345	0	0.029411765	1	0	0	0.016949153
533392	1	0	0.004310345	0	0	1	0	0.00729927	0.016949153
1144393	1	0	0.004310345	0	0	1	0	0.00729927	0
4238463	0	1	0	0	0.029411765	1	0	0.01459854	0
3634427	0	1	0	0	0	1	0	0.01459854	0.016949153
1042479	0	1	0	0	0	1	0	0.01459854	0.016949153
1042986	0	0	0.012931034	1	0	0	1	0.01459854	0
256125	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
2464259	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
256121	0	0	0.086206897	0	0.029411765	1	0	0.03649635	0.084745763
7213	0	0	0.034482759	0	0.029411765	1	0	0.03649635	0.06779661
3887788	0	0	0.00862069	0	0	1	0	0.01459854	0
256129	0	0	0.004310345	0	0.029411765	1	0	0	0.016949153
140972	1	0	0.004310345	0	0.029411765	1	0	0.02919708	0.06779661
2316501	0	1	0.004310345	0	0	0	1	0.01459854	0.016949153
290485	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
178657	0	0	0.004310345	0	0	0	1	0	0.016949153
290480	0	1	0.004310345	0	0	0	1	0.01459854	0.016949153
1035136	0	0	0.025862069	0	0.029411765	0	1	0.01459854	0.016949153
1035137	0	0	0.012931034	1	0.058823529	1	0	0	0.033898305
290489	0	1	0	0	0	1	0	0.01459854	0.016949153
467805	0	0	0.004310345	0	0	0	1	0	0.016949153
4350787	0	0	0.094827586	1	0.088235294	1	0	0.262773723	0.762711864
1141411	1	0	0.004310345	0	0.029411765	1	0	0.00729927	0
1141414	0	0	0.004310345	0	0.029411765	1	0	0.04379562	0.101694915
242149	0	1	0.00862069	0	0	0	1	0.01459854	0.016949153
242147	0	0	0	0	0.029411765	1	0	0.01459854	0
1141418	1	0	0	0	0	1	0	0.00729927	0
242145	1	0	0.004310345	0	0.029411765	1	0	0.00729927	0.016949153
433880	0	1	0	0	0.029411765	1	0	0.01459854	0
242142	0	0	0.00862069	0	0	1	0	0.01459854	0
242141	0	1	0.012931034	0	0	1	0	0.01459854	0.016949153
433883	1	0	0	0	0.029411765	0	1	0	0.016949153
303230	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
303233	1	0	0.012931034	0	0.058823529	1	0	0.02189781	0.016949153
2692423	0	0	0.012931034	0	0	0	1	0.00729927	0.016949153
303239	0	0	0.00862069	1	0	0	1	0.00729927	0.016949153
27616	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
2416148	0	1	0.047413793	0	0	1	0	0.02919708	0
4447936	0	1	0.004310345	0	0	1	0	0.00729927	0
4447934	0	1	0.004310345	0	0	1	0	0.00729927	0
4447935	0	1	0.004310345	0	0	1	0	0.00729927	0
4447932	0	1	0.00862069	0	0	0	1	0.01459854	0.016949153
4447933	0	1	0.004310345	0	0	1	0	0.00729927	0
4447930	0	1	0.004310345	0	0	1	0	0.00729927	0
4447931	0	1	0.004310345	0	0	1	0	0.00729927	0
174680	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
557632	1	0	0.004310345	0	0.029411765	0	1	0	0.016949153
263179	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
174683	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
174685	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
174686	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
557633	0	0	0.00862069	0	0.029411765	0	1	0.00729927	0.016949153
174688	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
174689	0	0	0.004310345	0	0.029411765	1	0	0	0.016949153
263171	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
4402618	0	0	0.00862069	0	0.029411765	0	1	0.00729927	0.016949153
4402619	0	0	0.004310345	0	0.029411765	1	0	0	0.016949153
4402610	0	1	0.012931034	0	0	1	0	0.01459854	0.016949153
1137375	0	1	0.004310345	0	0	0	1	0.01459854	0.016949153
4474781	0	0	0.086206897	0	0.029411765	1	0	0.03649635	0.084745763
4474780	1	0	0.004310345	0	0	1	0	0.01459854	0.016949153
4474787	0	0	0.004310345	0	0.029411765	1	0	0.03649635	0.101694915
564842	0	0	0.004310345	0	0.029411765	1	0	0.00729927	0
4474785	1	0	0.004310345	0	0	1	0	0.00729927	0.016949153
564840	1	0	0	0	0.029411765	0	1	0	0.016949153
4474788	0	0	0.004310345	0	0.029411765	1	0	0	0.016949153
564849	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
564848	1	0	0.00862069	0	0.029411765	0	1	0	0.016949153
257650	0	1	0	0	0.029411765	0	1	0.01459854	0
2735525	0	0	0.004310345	0	0.029411765	1	0	0	0.016949153
2463703	0	1	0.004310345	0	0.029411765	1	0	0	0.016949153
257659	1	0	0.004310345	0	0.029411765	0	1	0	0.016949153
570826	0	0	0.004310345	0	0	1	0	0.00729927	0
570829	0	0	0.004310345	0	0	1	0	0.00729927	0
52810	0	0	0.086206897	0	0	0	1	0.01459854	0.016949153
1119470	1	0	0.00862069	0	0.029411765	0	1	0	0.016949153
1119477	0	0	0.004310345	0	0	1	0	0	0.016949153
816265	1	0	0.107758621	0	0.029411765	1	0	0.04379562	0.101694915
52818	1	0	0.00862069	0	0.029411765	0	1	0	0.016949153
1037199	0	0	0.012931034	1	0	0	1	0.01459854	0
3681526	0	1	0.004310345	0	0.029411765	1	0	0	0.016949153
4364733	1	0	0.004310345	0	0.029411765	1	0	0.00729927	0.016949153
107898	0	0	0.025862069	1	0.029411765	1	0	0.04379562	0.101694915
173153	0	0	0.012931034	1	0	0	1	0.01459854	0
107893	1	0	0.004310345	0	0.029411765	1	0	0.03649635	0.084745763
107892	1	0	0.004310345	0	0.029411765	0	1	0.00729927	0.016949153
107895	1	0	0.004310345	0	0.029411765	1	0	0.03649635	0.084745763
609982	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
2475359	0	0	0.043103448	1	0	0	1	0.00729927	0.016949153
277908	0	1	0.004310345	0	0.029411765	1	0	0	0.016949153
519613	0	1	0.00862069	0	0	0	1	0	0.016949153
277903	1	0	0.00862069	0	0.058823529	1	0	0.00729927	0.016949153
277901	0	0	0.00862069	1	0.029411765	1	0	0.00729927	0.016949153
423455	0	1	0	0	0	1	0	0.01459854	0.016949153
150162	0	1	0.00862069	0	0	0	1	0	0.016949153
1685009	0	0	0	0	0.029411765	1	0	0.01459854	0
4427690	1	0	0.00862069	0	0	0	1	0.00729927	0.016949153
92882	1	0	0	0	0	1	0	0.00729927	0
293307	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
4475432	0	1	0.004310345	0	0	1	0	0.00729927	0
572083	0	1	0	0	0	1	0	0.01459854	0.016949153
4327501	1	0	0.004310345	0	0.029411765	1	0	0.04379562	0.271186441
572089	1	0	0.004310345	0	0.029411765	1	0	0.00729927	0.033898305
4475439	0	1	0	0	0.029411765	1	0	0	0
175978	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
266452	0	1	0.004310345	0	0	0	1	0.01459854	0.016949153
4379957	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
662505	0	0	0.004310345	0	0	1	0	0.01459854	0
807338	0	0	0.004310345	1	0.029411765	1	0	0.02919708	0.06779661
266455	1	0	0.030172414	0	0.029411765	1	0	0.03649635	0.084745763
2398439	0	1	0.004310345	0	0	0	1	0.01459854	0.016949153
266459	1	0	0.004310345	0	0	1	0	0.00729927	0.016949153
266458	1	0	0.012931034	0	0.029411765	1	0	0.051094891	0.254237288
4379958	0	1	0	0	0	1	0	0.01459854	0.016949153
4379959	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
761968	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
570634	0	1	0	0	0.029411765	1	0	0.01459854	0
179598	0	1	0	0	0	1	0	0.01459854	0.016949153
4405133	1	0	0.004310345	0	0	1	0	0.00729927	0.016949153
683458	1	0	0.004310345	0	0.029411765	1	0	0.00729927	0
424151	0	0	0.043103448	0	0	0	1	0.00729927	0.016949153
4027691	0	0	0.004310345	0	0	1	0	0.01459854	0
1107648	0	0	0.086206897	0	0.029411765	1	0	0.03649635	0.033898305
1107649	0	1	0.004310345	0	0	0	1	0	0.016949153
4027697	0	1	0.00862069	0	0	0	1	0.00729927	0.016949153
4027696	0	0	0.004310345	0	0.029411765	1	0	0	0.016949153
670397	0	1	0.012931034	0	0	1	0	0.01459854	0.016949153
4027698	0	0	0.004310345	0	0	1	0	0.01459854	0
1107640	1	0	0.004310345	0	0	1	0	0.00729927	0.016949153
1014594	0	0	0.012931034	1	0	0	1	0.01459854	0
1107645	1	0	0.004310345	0	0.029411765	1	0	0.00729927	0
4132634	1	0	0.004310345	0	0.029411765	1	0	0.01459854	0
431627	0	0	0.025862069	0	0.029411765	0	1	0.01459854	0.016949153
773133	0	0	0.004310345	0	0	1	0	0.01459854	0
3866704	0	1	0	0	0.029411765	1	0	0	0
938834	0	1	0.004310345	0	0.029411765	0	1	0.00729927	0.016949153
355063	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
672735	1	0	0.00862069	0	0.058823529	1	0	0.00729927	0.016949153
776283	0	0	0.00862069	1	0.058823529	1	0	0.00729927	0.016949153
672733	1	0	0.004310345	0	0.029411765	1	0	0	0.016949153
581168	0	1	0.004310345	0	0	1	0	0	0
535138	1	0	0.004310345	0	0.029411765	1	0	0.04379562	0.271186441
3148892	1	0	0.004310345	0	0.029411765	1	0	0.00729927	0.016949153
250382	0	1	0.004310345	0	0	1	0	0.00729927	0
141846	0	0	0.004310345	1	0.029411765	1	0	0.02919708	0.084745763
4344344	0	1	0.004310345	0	0	1	0	0.00729927	0
4344346	0	1	0	0	0	1	0	0.01459854	0.016949153
951775	1	0	0.004310345	0	0.029411765	1	0	0.00729927	0.016949153
322904	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
4344343	0	0	0.043103448	1	0	0	1	0.00729927	0.016949153
1105864	1	0	0.00862069	0	0.029411765	1	0	0.02919708	0.050847458
260884	0	0	0.004310345	0	0	0	1	0	0.016949153
260885	0	1	0	0	0	1	0	0	0
1105860	0	1	0.00862069	0	0	0	1	0.00729927	0.016949153
4226710	1	0	0.004310345	0	0.029411765	1	0	0.00729927	0
1105862	1	0	0.004310345	0	0.029411765	0	1	0	0.016949153
309422	0	0	0.004310345	1	0.029411765	1	0	0.01459854	0.016949153
309420	0	1	0.012931034	0	0	0	1	0.00729927	0.016949153
355064	0	0	0.004310345	0	0	1	0	0.00729927	0.016949153
4226719	0	1	0	0	0.029411765	1	0	0.01459854	0
1091956	0	0	0.086206897	0	0.029411765	1	0	0.03649635	0.033898305
301218	0	1	0.004310345	0	0	0	1	0.01459854	0.016949153
330908	0	1	0	0	0	1	0	0.01459854	0.016949153
330905	0	0	0.00862069	1	0	0	1	0.00729927	0.016949153
330900	0	1	0	0	0	1	0	0.01459854	0.016949153
330903	0	0	0	0	0	1	0	0	0.016949153
330902	1	0	0.034482759	0	0.029411765	1	0	0.02919708	0.084745763
351693	0	1	0.004310345	0	0.029411765	1	0	0	0.016949153
351698	0	1	0.00862069	0	0	0	1	0	0.016949153
109832	0	1	0	0	0	1	0	0.01459854	0
620656	1	0	0.004310345	0	0	1	0	0.00729927	0.016949153
343270	1	0	0	0	0	1	0	0.00729927	0
343273	0	0	0.043103448	0	0	0	1	0.00729927	0.016949153
343272	1	0	0.004310345	0	0.029411765	1	0	0.04379562	0.271186441
4267879	0	0	0.004310345	0	0	1	0	0	0.016949153
766609	0	1	0.00862069	0	0	0	1	0.01459854	0.016949153
402846	1	0	0.004310345	0	0	1	0	0.01459854	0.016949153
1106519	0	1	0	0	0	1	0	0.01459854	0
727545	0	0	0.004310345	0	0.029411765	1	0	0	0.016949153
727546	1	0	0	0	0.029411765	1	0	0.01459854	0
1013060	1	0	0.00862069	0	0.029411765	0	1	0	0.016949153
1106515	0	0	0.004310345	0	0	1	0	0.00729927	0
1106514	1	0	0.004310345	0	0.029411765	1	0	0	0.016949153
265108	0	1	0	0	0	1	0	0.01459854	0.016949153
265109	0	0	0.00862069	0	0	0	1	0.01459854	0.016949153
195512	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
265102	0	1	0	0	0	1	0	0.01459854	0.016949153
265103	0	1	0.004310345	0	0	0	1	0.01459854	0.016949153
265106	0	1	0.00862069	0	0.029411765	0	1	0	0.016949153
2169466	0	1	0	0	0	1	0	0.01459854	0.016949153
15708	0	0	0.00862069	1	0	0	1	0.00729927	0.016949153
295515	0	0	0.004310345	0	0	1	0	0	0.016949153
295516	0	0	0.004310345	0	0	1	0	0.01459854	0
534265	1	0	0.00862069	0	0.029411765	0	1	0.00729927	0.016949153
295511	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
4328851	0	1	0.00862069	0	0.029411765	0	1	0	0.016949153
102361	0	0	0.004310345	0	0.029411765	1	0	0	0.016949153
15700	0	0	0.00862069	1	0	0	1	0.00729927	0.016949153
321648	0	0	0.004310345	0	0	0	1	0	0.016949153
4465350	1	0	0.030172414	0	0.029411765	1	0	0.03649635	0.06779661
15703	0	0	0.00862069	1	0	0	1	0.00729927	0.016949153
15704	0	0	0.00862069	1	0	0	1	0.00729927	0.016949153
4465357	1	0	0.012931034	0	0.058823529	1	0	0.02189781	0.016949153
3816676	0	0	0.012931034	1	0	0	1	0.01459854	0.016949153
3466729	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
762274	0	1	0.004310345	0	0	1	0	0.00729927	0
9755	0	0	0.103448276	1	0.147058824	1	0	0.255474453	0.779661017
9753	0	0	0.094827586	1	0.088235294	1	0	0.262773723	0.762711864
9752	0	0	0.094827586	1	0.088235294	1	0	0.262773723	0.762711864
3466722	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
3466725	0	1	0.004310345	0	0	0	1	0.01459854	0.016949153
4345431	0	0	0.081896552	1	0.205882353	1	0	0.270072993	0.762711864
4345433	0	0	0.004310345	1	0	0	1	0.01459854	0.016949153
302746	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
269732	0	1	0	0	0	1	0	0.01459854	0.016949153
187419	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
187418	0	0	0	0	0	1	0	0.01459854	0
187417	1	0	0	0	0	1	0	0.00729927	0
899275	0	1	0	0	0	1	0	0.01459854	0
243530	0	0	0.00862069	0	0.029411765	1	0	0.065693431	0.169491525
4184496	0	1	0.004310345	0	0	0	1	0	0
24148	1	0	0.004310345	0	0	1	0	0.01459854	0.016949153
4347498	0	0	0.012931034	0	0.029411765	1	0	0.03649635	0.101694915
4347499	0	1	0.004310345	0	0.029411765	1	0	0	0.016949153
4347494	1	0	0.004310345	0	0.029411765	1	0	0.00729927	0.016949153
4347495	1	0	0.004310345	0	0.029411765	1	0	0.00729927	0.016949153
4347491	1	0	0.004310345	0	0	1	0	0	0.016949153
4347492	0	0	0.004310345	0	0	1	0	0.00729927	0.016949153
4347493	0	0	0.00862069	0	0.029411765	1	0	0.065693431	0.169491525
983072	0	0	0.012931034	1	0	0	1	0.01459854	0
4340147	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
88021	0	1	0.004310345	0	0	1	0	0.00729927	0.016949153
4340145	0	1	0	0	0	1	0	0.01459854	0.016949153
862357	1	0	0.004310345	0	0	1	0	0.01459854	0.016949153
4415984	0	1	0	0	0.029411765	1	0	0.01459854	0
1120752	0	0	0.021551724	0	0.029411765	1	0	0.051094891	0.13559322
4415986	0	1	0	0	0.029411765	1	0	0.01459854	0
583933	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
4415980	0	1	0	0	0.029411765	1	0	0.01459854	0
4415981	0	0	0.004310345	0	0	1	0	0	0.016949153
4415982	0	0	0.004310345	0	0	1	0	0	0.016949153
4415983	0	0	0.004310345	0	0	1	0	0	0.016949153
344726	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
323057	1	0	0.004310345	0	0	1	0	0.00729927	0.016949153
298641	0	1	0.004310345	0	0	0	1	0.01459854	0.016949153
344725	0	1	0	0	0	1	0	0.01459854	0.016949153
4415988	0	0	0.004310345	0	0	1	0	0	0.016949153
344723	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
136857	0	1	0	0	0	1	0	0.01459854	0
531721	0	0	0.00862069	1	0	0	1	0.00729927	0.016949153
531722	0	1	0	0	0	1	0	0.01459854	0.016949153
531724	0	1	0.004310345	0	0	0	1	0.01459854	0.016949153
136859	1	0	0.00862069	0	0.029411765	0	1	0	0.016949153
547419	1	0	0.004310345	0	0.029411765	1	0	0.00729927	0
3645911	1	0	0.004310345	0	0	1	0	0.00729927	0.016949153
157249	0	0	0.030172414	0	0	0	1	0.01459854	0.016949153
157248	1	0	0.00862069	0	0.029411765	0	1	0	0.016949153
157246	0	1	0.004310345	0	0	0	1	0.01459854	0.016949153
346383	0	1	0.004310345	0	0	0	1	0.01459854	0.016949153
4435225	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
822699	1	0	0.004310345	0	0.029411765	1	0	0.03649635	0.050847458
822693	1	0	0.00862069	0	0.029411765	0	1	0	0.016949153
822692	1	0	0.00862069	0	0.029411765	0	1	0	0.016949153
4463001	0	1	0.004310345	0	0	0	1	0.00729927	0.016949153
3927146	0	0	0.00862069	0	0	1	0	0.01459854	0
4311463	0	1	0.004310345	0	0.029411765	1	0	0	0.016949153
4311460	1	0	0.004310345	0	0	1	0	0.01459854	0.016949153
4453317	0	0	0.004310345	0	0.029411765	1	0	0.00729927	0.016949153
4311467	0	0	0.237068966	1	0.058823529	1	0	0.255474453	0.525423729
