fid,cosine,Type
HM007566.1.1345,0.011016399574063744,anaerobic
FP929032.881290.882801,-0.03439060898593257,anaerobic
AJ888239.1.1389,0.07269227717381352,aerobic
HM007590.1.1365,0.06365889169356348,anaerobic
AJ973157.1.1529,0.08437532453588277,facultatively
EF059881.1.1417,0.08388567834836529,facultatively
HM007583.1.1345,-0.019551988040401258,anaerobic
HM007586.1.1312,-0.03299282068639022,anaerobic
AY278626.1.1462,0.10137549201660667,anaerobic
HM007578.1.1344,0.007574204033636093,anaerobic
FJ711049.1.1454,0.0019552292837754777,anaerobic
JX966318.1.1363,0.03557595121917495,aerobic
EU919515.1.1268,0.10109384453240011,anaerobic
FJ715930.1.1401,0.02137798628774543,anaerobic
EF090267.1.1445,0.03213615868965881,aerobic
AB071950.1.1341,0.050469610235432255,aerobic
FR681902.1.1718,0.08104108986835523,facultatively
AB071953.1.1312,0.10697396432869698,aerobic
FR733677.1.1497,0.06154934612133841,anaerobic
FR749935.1.1522,0.008189691065257755,anaerobic
FR749945.1.1521,-0.031807652848815746,anaerobic
EU826403.1.1339,-0.006965623014047964,anaerobic
EU868814.1.1450,0.0153160155736269,facultatively
HM007585.1.1335,-0.011386792375943595,anaerobic
EF218611.1.1314,-0.034867026010091624,anaerobic
LN846908.1.1491,-0.012666305333616188,anaerobic
AM292800.1.1367,0.015648397258817403,aerobic
FJ859899.1.1419,0.06220557720494938,aerobic
FJ816610.1.1409,0.03560926716395439,aerobic
EF185167.1.1497,0.056360829870954796,anaerobic
EF108443.1.1344,0.03293194644640553,anaerobic
L37040.1.1377,0.05036800644223294,anaerobic
L16498.1.1472,-0.013107185072480758,anaerobic
L16465.1.1473,-0.03218554674412209,anaerobic
AY350613.1.1456,-0.028144215528256987,anaerobic
L16475.1.1471,-0.014380840332852352,anaerobic
FJ792537.1.1368,-0.05855238252004743,anaerobic
AY326462.1.1473,-0.009627898692879418,anaerobic
AM237369.1.1209,0.08821800052268279,aerobic
EF174498.1.1332,0.0765546195124823,aerobic
FR749936.1.1524,-0.011766192908256413,anaerobic
L34682.1.1486,0.016939068090571625,anaerobic
L34617.1.1490,-0.007117292602854411,anaerobic
AY321958.1.1429,0.04514526260564864,anaerobic
FJ858731.1.1262,0.038705495470247535,anaerobic
KF147852.1.1523,-0.024801363288463787,anaerobic
EF187238.1.1370,-0.009165074185041791,anaerobic
KC251737.1.1400,0.008259980919851835,aerobic
KX672815.1.1409,0.018936826797829567,aerobic
KR364770.1.1431,0.0724448075246027,anaerobic
KR364765.1.1465,-0.019138763294691347,anaerobic
KR364760.1.1485,0.0008166280540693117,anaerobic
KR364774.1.1448,-0.004290029413927508,anaerobic
KR364792.1.1528,0.03085526835407409,anaerobic
KC311366.1.1433,-0.01569210226038664,anaerobic
AM398646.1.1476,0.08115349558082377,aerobic
AB108825.1.1490,0.03616678874258424,anaerobic
FJ947528.1.1381,0.012901371774039135,anaerobic
EF424395.1.1359,0.042444172741092634,aerobic
KF895368.1.1501,0.08227473295640687,aerobic
KR610524.1.1480,0.03535413507599545,aerobic
LC127059.1.1395,0.052898994944265976,facultatively
GQ456228.1.1442,0.026578950679507152,anaerobic
EF436500.1.1394,-0.03581183614272811,anaerobic
HQ263024.1.1386,0.08450007309659577,facultatively
KC429786.1.1423,0.0941264086350745,facultatively
GQ496624.1.1458,-0.015698418650331454,anaerobic
GQ456204.1.1468,0.018489723830615163,anaerobic
HM120211.1.1436,0.06397843506772155,anaerobic
HM120210.1.1395,0.06723322284371454,anaerobic
HQ335006.1.1414,0.11818778842511242,facultatively
HM120209.1.1377,0.08183047889214942,anaerobic
FM863703.1.1407,0.05412762730813794,aerobic
FM872292.1.1364,0.07886016939814453,aerobic
FM995533.1.1388,0.09422877678490188,aerobic
KR911910.1.1341,-0.02999655627044489,anaerobic
EF529620.1.1456,0.0205927654422041,anaerobic
GU045364.1.1452,0.05472780001728507,facultatively
AB182483.1.1494,0.06465998971865808,anaerobic
FN178464.1.1428,0.044235118997936244,anaerobic
HM212668.1.1457,0.09786532920266353,aerobic
HQ436501.1.1448,0.06997436643286382,aerobic
FN297835.1.1455,0.030782895187821457,aerobic
AM422125.1.1474,-0.0034855758705201636,anaerobic
EF694028.1.1463,0.0864385916725149,facultatively
EF694029.1.1433,0.08978653504867444,facultatively
EF660755.1.1344,0.047066660234879897,aerobic
EF687715.1.1462,0.08383252949534764,aerobic
EF680886.1.1412,0.07304913630788692,aerobic
GU358699.1.1377,0.03879710992489737,aerobic
JX041639.1.1315,-0.03234278713624494,anaerobic
AY514996.1.1307,0.05792425989669594,anaerobic
AY533299.1.1239,0.12245283661781854,anaerobic
AB200414.1.1491,0.040335806654787025,anaerobic
AM886059.1.1431,0.0029461945143633528,anaerobic
EU024144.1.1316,0.017765172263456884,aerobic
AB222699.1.1485,-0.02104110393559618,anaerobic
AB214328.1.1484,-0.011461683888688992,anaerobic
AM982792.1.1317,0.07856656351366373,aerobic
EU136693.1.2184,-0.017065418443647302,anaerobic
AY574991.1.1453,-0.0235052455763996,anaerobic
EU126661.1.1453,0.07215765564293933,anaerobic
EU136697.1.2002,-0.025107565352402227,anaerobic
AB238928.1.1492,-0.033278783186479075,anaerobic
HM443958.1.1432,0.11679931413261292,facultatively
AY579584.1.1405,0.12446058804620981,facultatively
AB233029.1.1493,-0.012950188279383629,anaerobic
EU127549.1.1287,-0.0029509300308028885,anaerobic
GU361820.1.1495,0.040103533190253025,anaerobic
GU361827.1.1480,-0.014531616722812623,anaerobic
GU361819.1.1483,0.038601957336916695,anaerobic
GU361815.1.1483,0.023692163997134943,anaerobic
EU136686.1.1972,-0.02591151918226787,anaerobic
EU136694.1.1968,0.002306050130722986,anaerobic
EU136680.1.2019,-0.04472824101527539,anaerobic
EU136687.1.1985,-0.04551035163327704,anaerobic
EU136682.1.1435,-0.023301064012469983,anaerobic
AY608697.1.1413,-0.03939565261485309,anaerobic
AB264126.1.1422,0.04506579489410007,aerobic
KM888877.1.1419,0.05365823399530185,aerobic
AB300989.1.1489,-0.027707462495940118,anaerobic
AB300988.1.1342,0.008847553443260554,anaerobic
AB259061.1.1545,0.045745610439037326,facultatively
EU156772.1.1329,0.10557839551259043,facultatively
EU156757.1.1329,0.055913504143429854,facultatively
EU156758.1.1329,0.07339546182170052,facultatively
EU156766.1.1269,0.07404638505866552,facultatively
AB267809.1.1461,0.00647526635599817,anaerobic
AB261128.1.1492,-0.04970921151153408,anaerobic
HQ877677.1.1435,0.06896723440192307,anaerobic
AB266102.1.1428,-0.012612398687027187,anaerobic
AB294138.1.1215,0.08531736588676789,anaerobic
AY608696.1.1419,-0.05823884583561279,anaerobic
KT309086.1.1409,0.04884934437072826,aerobic
AB480534.1.1481,0.040791442159725445,anaerobic
AB438958.1.1532,0.018529045807891283,aerobic
KF537630.1.1368,-0.045518517464166706,anaerobic
JX273468.1.1382,0.06337259031923283,anaerobic
JX424766.1.1279,0.014630790717243488,anaerobic
JF411966.1.1448,0.07774550865728047,aerobic
AB370249.1.1521,-0.014273218601497944,anaerobic
AB331897.1.1481,-0.05425200270564252,anaerobic
AB443949.1.1486,-0.06778536124851707,anaerobic
AB443948.1.1484,-0.034254074036933146,anaerobic
AB470343.1.1485,0.0045271331506506855,anaerobic
AB365975.1.1498,0.08964563852745515,facultatively
JF313109.1.1310,0.03273265178700131,anaerobic
AB425276.1.1515,0.03056679872284655,anaerobic
KT343145.1.1396,0.023582899645706885,anaerobic
JF750939.1.1409,-0.0077935731705829295,anaerobic
AB491209.1.1485,-0.03301151147158436,anaerobic
KP889099.1.1383,0.02437648147005479,anaerobic
KP966092.1.1345,0.02234823153137616,anaerobic
KJ469554.1.1367,-0.040338834811417965,anaerobic
AB490809.1.1497,-0.03352576559585514,anaerobic
AB538433.1.1488,0.021418593199581473,anaerobic
AB490810.1.1469,-0.03317959584789782,anaerobic
AB490804.1.1482,-0.011416435111462432,anaerobic
AB547651.1.1480,-0.03491591579819371,anaerobic
AB547670.1.1491,0.016705226820998374,anaerobic
AB547706.1.1493,-0.05205019963066358,anaerobic
AB547677.1.1479,-0.03347053179316704,anaerobic
AB547703.1.1492,0.05704785451458461,anaerobic
AB547672.1.1495,-0.04711889580037074,anaerobic
AB547696.1.1280,0.045781190133672926,anaerobic
AB547682.1.1492,-0.034008820515463355,anaerobic
AB547676.1.1493,-0.037912773907021385,anaerobic
AB547673.1.1490,-0.0022820057730238274,anaerobic
AB547648.1.1487,-0.029902376166954805,anaerobic
AB547649.1.1485,-0.046322888952203004,anaerobic
AB548674.1.1491,0.04392249804472954,facultatively
AB547668.1.1490,-0.059457646398256646,anaerobic
AB490806.1.1463,0.02875602512767648,anaerobic
JF747611.1.1274,0.049217528949228546,anaerobic
AB490801.1.1479,-0.06522622717929247,anaerobic
AB510707.1.1473,-0.0628851511714039,anaerobic
AB510708.1.1476,-0.02395371458151618,anaerobic
LT615140.3.1322,0.05915794975033168,facultatively
AB739697.1.1442,-0.04007997608575611,anaerobic
AB574481.1.1484,-0.03755879257512812,anaerobic
JF824799.1.1423,-0.03208000639309937,anaerobic
AB574482.1.1489,-0.013965661566726536,anaerobic
JF824807.1.1499,-0.05137354190057712,anaerobic
AB574480.1.1486,-0.007464466152440619,anaerobic
AB595138.1.1492,0.03907277257649133,anaerobic
AB571656.1.1493,-0.005408967558248106,anaerobic
AB558171.1.1473,0.08081565050835418,anaerobic
AB554233.1.1486,-0.020834953773988963,anaerobic
AB554231.1.1489,-0.011938468309045774,anaerobic
AB554230.1.1487,-0.012756553163073907,anaerobic
AB608051.1.1488,0.09742156827400286,facultatively
AB616133.1.1466,0.045934615302152905,anaerobic
JX657043.1.1256,0.07203264397216062,aerobic
AB558487.1.1504,-0.018816380081295544,anaerobic
AB741688.1.1324,0.06613350931347745,facultatively
AB566418.1.1473,-0.029480434123509976,anaerobic
AB601001.1.1469,-0.006944751405121124,anaerobic
KT886066.1.1491,-0.047349998166260815,anaerobic
AB680533.1.1482,0.016487244030498907,facultatively
AB681297.1.1474,0.08684156099455839,facultatively
AB681219.1.1466,0.02005674181249644,facultatively
AB626049.1.1495,0.042928220269201935,facultatively
AB639144.1.1469,-0.0344753442147428,anaerobic
AB649277.1.1490,-0.018072262614863395,anaerobic
MH094643.1.1391,0.03340801573284744,facultatively
AY693999.1.1366,0.021151972820674447,aerobic
HE586270.1.1301,0.03989463647225979,facultatively
GU585578.1.1293,0.0579877044744418,anaerobic
GU938835.1.1463,-0.03301113685752062,anaerobic
AY753654.1.1485,0.06197046819572954,aerobic
AB916501.1.1486,-0.06437111393769339,anaerobic
HE962386.1.1485,0.008755258760074576,aerobic
GU993268.1.1287,0.06626959962877557,anaerobic
AY769997.1.1470,0.06854094280391718,facultatively
AY035891.1.1497,0.05116397971115423,facultatively
AY033815.1.1294,0.07860743398175468,facultatively
AY850119.1.1396,-0.019678774146004475,anaerobic
HG000667.1.1477,0.030103924797568474,anaerobic
HE983827.1.1428,0.0013544598895718085,aerobic
AY049713.1.1456,-0.05890710692508337,anaerobic
AY974071.1.1440,-0.022858063746954056,anaerobic
AY974070.1.1396,-0.027962632889257114,anaerobic
AE015928.3034714.3036195,-0.030157074592866838,anaerobic
HF679039.1.1450,0.08405777649915483,facultatively
AY136666.1.1483,-0.029956833414970276,anaerobic
AF035054.1.1416,0.07133453623088112,aerobic
AY167820.1.1339,0.03710961865827609,aerobic
AY026751.1.1219,0.09764423124611357,anaerobic
AY033814.1.1295,0.09299058413147246,facultatively
M23732.1.1543,0.0166971584886655,anaerobic
KX008965.1.1521,0.011581152303638311,aerobic
KU878872.1.1407,0.06522798815870055,aerobic
AF186072.1.1492,0.024669311882716122,anaerobic
AF175403.1.1471,0.02528040211167877,facultatively
AF129443.1.1436,0.07388198003950813,facultatively
KU744405.1.1460,0.046444026463936076,anaerobic
KU744404.1.1459,0.055794790560853784,anaerobic
AF338413.1.1408,0.011999222750434661,anaerobic
AF129444.1.1436,0.09876416393726588,facultatively
AF101240.1.1465,0.0157308877515116,anaerobic
KX021300.1.1561,-0.04140567680385864,anaerobic
KU999999.1.1363,-0.03590767661991698,anaerobic
AF206305.1.1461,0.0532368928583892,anaerobic
AF231131.1.1494,0.06419148218012091,facultatively
AF192152.1.1542,-0.034476043279743594,anaerobic
U13042.1.1434,0.04092660619421788,anaerobic
AF439641.1.1400,0.05619067368441022,anaerobic
AF473834.1.1411,0.05163955776481762,anaerobic
U16147.37.1417,0.061976589585044435,anaerobic
AF432082.1.1445,0.014144875558556395,anaerobic
AF473836.1.1409,0.052846656747856983,anaerobic
AF479674.1.1543,-0.02114774100809622,anaerobic
AF473837.1.1440,-0.02505979118674748,anaerobic
AF481227.1.1485,0.04952966490220164,anaerobic
AF414809.1.1363,0.04845948553757293,anaerobic
AF491832.1.1454,0.036436216098370396,anaerobic
AF487679.1.1504,0.028536192570107453,anaerobic
AF109792.1.1461,0.07693767851193989,aerobic
DQ174155.1.1339,-0.018559238923327795,anaerobic
DQ445859.1.1238,0.03280786616009856,anaerobic
D86197.1.1437,0.03461522846550195,anaerobic
D86187.1.1513,-0.0008436969225424282,anaerobic
CU463952.1.1334,-0.06375548344914991,anaerobic
DQ250645.1.1314,0.07532817376524782,anaerobic
DQ279736.1.1395,0.01476508203353411,anaerobic
DQ279737.1.1420,-0.02952065612431216,anaerobic
DQ100445.1.1484,0.017470517224699455,anaerobic
DQ174168.1.1341,0.014406782477072503,anaerobic
D89332.1.1532,0.09619575957110368,anaerobic
D86184.1.1515,0.007688459636153635,anaerobic
D89330.1.1512,0.028249393601124623,anaerobic
D86192.1.1435,0.01941402909031268,anaerobic
DQ471331.1.1380,0.05431857999677001,aerobic
DQ160208.1.1465,-0.015235942258115514,anaerobic
DQ465412.1.1218,0.03931978398356967,facultatively
DQ377947.1.1374,-0.044360663522117205,anaerobic
DQ174182.1.1339,-0.07521167522965766,anaerobic
