Dimension,Iteration,MeanCost,StdDevCost
25,86,0.0699816,9.76933979345795e-06
25,87,0.0699706,9.002221947945773e-06
25,88,0.0699574,1.024890238025491e-05
25,89,0.0699462,8.37615663654641e-06
25,90,0.069933,1.0788883167408928e-05
25,91,0.069925,9.999999999999731e-06
25,92,0.0699138,9.967948635502692e-06
25,93,0.0699026,1.013114011353027e-05
25,94,0.0698926,9.090654541889948e-06
25,95,0.0698816,9.457272334029403e-06
25,96,0.06987259999999999,9.002221947945467e-06
25,97,0.06986220000000001,9.173875952942539e-06
25,98,0.0698524,8.089499366460676e-06
25,99,0.0698434,8.452218643649506e-06
25,100,0.069834,8.67179335546931e-06
50,1,0.11568320000000001,0.00011496677780993852
50,2,0.06631719999999999,3.897896868825628e-05
50,3,0.0643394,2.4516117147703895e-05
50,4,0.0634476,1.955095905575719e-05
50,5,0.06284479999999999,1.4702380759589979e-05
50,6,0.06237619999999999,1.3302631318653226e-05
50,7,0.061995800000000004,1.3044539087296478e-05
50,8,0.0616756,1.4623269128344036e-05
50,9,0.061399,1.5517731793016257e-05
50,10,0.0611576,1.5486768546086063e-05
50,11,0.0609416,1.6811900546934166e-05
50,12,0.06074999999999999,1.6552945357247474e-05
50,13,0.0605726,1.6977632343763147e-05
50,14,0.0604128,1.894623973246416e-05
50,15,0.060266799999999995,1.8893385085793196e-05
50,16,0.0601302,1.892511558749286e-05
50,17,0.0600046,1.929352222897569e-05
50,18,0.059888,1.8750999973333597e-05
50,19,0.059778,1.914157778240799e-05
50,20,0.0596746,1.9724096937502556e-05
50,21,0.0595778,1.9156200040720094e-05
50,22,0.05948640000000001,1.9396906969926427e-05
50,23,0.0594004,1.938659330568369e-05
50,24,0.0593182,1.9813126961688756e-05
50,25,0.059241600000000005,2.0105720578979746e-05
50,26,0.05916760000000001,1.952024590009013e-05
50,27,0.0590966,1.9825236442473982e-05
50,28,0.059029,1.8836135484755438e-05
50,29,0.058964800000000005,1.9722068856993124e-05
50,30,0.0589036,1.943810690370865e-05
50,31,0.05884400000000001,1.8665476152510526e-05
50,32,0.058787,1.8878559267064406e-05
50,33,0.0587324,1.8194504664870317e-05
50,34,0.058679999999999996,1.8920887928423545e-05
50,35,0.058629200000000006,1.8594622878669445e-05
50,36,0.058580600000000004,1.8238420984284546e-05
50,37,0.058532799999999996,1.854076589572154e-05
50,38,0.0584874,1.8336848147923843e-05
50,39,0.058443199999999994,1.8082035283673377e-05
50,40,0.058400600000000004,1.7738094598912656e-05
50,41,0.0583596,1.7995555006721306e-05
50,42,0.058318800000000004,1.6678129391510332e-05
50,43,0.058280399999999996,1.639024099883874e-05
50,44,0.0582422,1.7359723500101685e-05
50,45,0.058206,1.7469974241540663e-05
50,46,0.058170599999999996,1.631686244349727e-05
50,47,0.05813600000000001,1.6456001944580733e-05
50,48,0.05810219999999999,1.6178998732926794e-05
50,49,0.0580692,1.6726027621642914e-05
50,50,0.05803780000000001,1.58164471358139e-05
50,51,0.0580066,1.6560193235588047e-05
50,52,0.0579766,1.5957443404255177e-05
50,53,0.05794699999999999,1.6000000000000043e-05
50,54,0.0579184,1.5160474926598773e-05
50,55,0.057889800000000005,1.6042443704122556e-05
50,56,0.05786199999999999,1.5466091943346254e-05
50,57,0.057835399999999995,1.5014659503297756e-05
50,58,0.05780919999999999,1.4743133995184415e-05
50,59,0.057784,1.4899664425753387e-05
50,60,0.05775860000000001,1.4554724318928627e-05
50,61,0.057733999999999994,1.4477568856682898e-05
50,62,0.05771040000000001,1.4705101155720157e-05
50,63,0.057687,1.447756885668472e-05
50,64,0.05766399999999999,1.4028542333398447e-05
50,65,0.057641200000000004,1.3919770113043977e-05
50,66,0.0576198,1.3673331708109274e-05
50,67,0.0575974,1.4485855169787087e-05
50,68,0.0575762,1.4133647795245114e-05
50,69,0.057556399999999994,1.3455110553243976e-05
50,70,0.057535800000000005,1.4119490075778141e-05
50,71,0.0575152,1.340746060967468e-05
50,72,0.057496000000000005,1.3505554412906631e-05
50,73,0.0574766,1.3632314550361204e-05
50,74,0.05745800000000001,1.337161172035803e-05
50,75,0.0574396,1.2531560158256142e-05
50,76,0.0574214,1.3154466921925198e-05
50,77,0.0574032,1.2843675486401996e-05
50,78,0.057385599999999995,1.2908911650484316e-05
50,79,0.0573688,1.3120975573485768e-05
50,80,0.057351200000000005,1.3136209498938965e-05
50,81,0.057334399999999994,1.3093509842666683e-05
50,82,0.0573186,1.2862348152649615e-05
50,83,0.057302200000000005,1.2702755606560453e-05
50,84,0.0572858,1.263962024745994e-05
50,85,0.05727020000000001,1.2399999999998321e-05
50,86,0.0572554,1.2435433245368011e-05
50,87,0.0572396,1.2387090053761391e-05
50,88,0.0572248,1.2639620247460006e-05
50,89,0.057208800000000004,1.3760813929416672e-05
50,90,0.05719539999999999,1.2611106216347494e-05
50,91,0.0571816,1.284678948220308e-05
50,92,0.057167199999999994,1.2655433615645079e-05
50,93,0.057153199999999994,1.22212928939613e-05
50,94,0.05714,1.1966620241322107e-05
50,95,0.0571264,1.1551623262555325e-05
50,96,0.057113399999999995,1.1551623262555325e-05
50,97,0.0571,1.1815244390192675e-05
50,98,0.057087200000000005,1.175414820393119e-05
50,99,0.057074599999999996,1.1808471535299996e-05
50,100,0.05706180000000001,1.114271062174905e-05
100,1,0.1163144,5.2477042599600014e-05
100,2,0.060125,1.0695793565697326e-05
100,3,0.056484599999999996,1.3078226179418965e-05
100,4,0.055381400000000004,1.695405556201935e-05
100,5,0.054730999999999995,1.9235384061671678e-05
100,6,0.054249799999999994,1.981312696168719e-05
100,7,0.053859599999999994,2.0105720578980383e-05
100,8,0.0535304,2.0828826179120662e-05
100,9,0.053245799999999996,2.1664717861074134e-05
100,10,0.0529912,2.253353057112638e-05
100,11,0.052764599999999995,2.221350940306215e-05
100,12,0.0525582,2.3760471375794554e-05
100,13,0.05236919999999999,2.381931988953411e-05
100,14,0.05219560000000001,2.36440267298111e-05
100,15,0.052034800000000006,2.508704845134293e-05
100,16,0.051885,2.4576411454890385e-05
100,17,0.051746,2.6743223440715333e-05
100,18,0.05161400000000001,2.611512971440196e-05
100,19,0.051489799999999995,2.741824210265887e-05
100,20,0.05137219999999999,2.7881176445767112e-05
100,21,0.05125999999999999,2.8962044126751984e-05
100,22,0.051153000000000004,2.8579713084635053e-05
100,23,0.051052799999999995,2.934211989614845e-05
100,24,0.0509564,2.9247905907944766e-05
100,25,0.0508648,3.077271518732198e-05
100,26,0.050777800000000005,3.1070242998728756e-05
100,27,0.0506946,3.030247514642996e-05
100,28,0.050613200000000004,3.130750708695839e-05
100,29,0.0505366,3.199749990233583e-05
100,30,0.0504626,3.107153037750321e-05
100,31,0.050390000000000004,3.2329553043616526e-05
100,32,0.0503214,3.489183285526937e-05
100,33,0.050252000000000005,3.0033314835361905e-05
100,34,0.0501884,3.0163554167239267e-05
100,35,0.050126800000000006,3.0870050210518375e-05
100,36,0.050067600000000004,3.195997496870036e-05
100,37,0.0500094,3.219689426016128e-05
100,38,0.04995379999999999,3.068159057154693e-05
100,39,0.049898399999999996,3.159493630315008e-05
100,40,0.04984419999999999,3.336704961485052e-05
100,41,0.049794,3.2446879665076926e-05
100,42,0.04974440000000001,3.224655020308327e-05
100,43,0.0496958,3.1192306743811695e-05
100,44,0.0496484,3.127043331967186e-05
100,45,0.0496022,3.1326665957297166e-05
100,46,0.0495578,3.079220680626858e-05
100,47,0.049515199999999995,3.074670714076567e-05
100,48,0.0494734,2.9425159302881806e-05
100,49,0.04943199999999999,2.8920580907029196e-05
100,50,0.0493904,3.1142254253666936e-05
100,51,0.0493512,3.0208608044729587e-05
100,52,0.0493132,2.9019993108199874e-05
100,53,0.049275200000000005,2.84492530657666e-05
100,54,0.0492392,2.782373087851376e-05
100,55,0.0492038,2.7952817389307423e-05
100,56,0.0491688,2.6225178741051288e-05
100,57,0.049134,2.662329806767205e-05
100,58,0.049100399999999995,2.691913817342625e-05
100,59,0.049068,2.698147512646427e-05
100,60,0.0490346,2.5873538606074804e-05
100,61,0.049004599999999995,2.5943014474034505e-05
100,62,0.048974000000000004,2.515551629364831e-05
100,63,0.048944400000000006,2.5223798286539027e-05
100,64,0.048915,2.4091492274246205e-05
100,65,0.048886,2.4429490375365605e-05
100,66,0.048858,2.354570024441774e-05
100,67,0.0488298,2.4894979413529115e-05
100,68,0.0488028,2.321551205552129e-05
100,69,0.0487764,2.3096320053203667e-05
100,70,0.0487502,2.1720036832381816e-05
100,71,0.0487244,2.1019990485249737e-05
100,72,0.048698399999999996,2.1546229368498536e-05
100,73,0.0486734,2.187784267243988e-05
100,74,0.048649,2.1335416564952056e-05
100,75,0.048625600000000005,2.0382345301754816e-05
100,76,0.048602200000000005,2.034109141614335e-05
100,77,0.048579399999999995,2.033322404342262e-05
100,78,0.0485568,2.0043951706188227e-05
100,79,0.048534,1.9949937343260893e-05
100,80,0.04851300000000001,1.962651268055596e-05
100,81,0.04849,1.9266551326068645e-05
100,82,0.048469399999999996,1.897998946258948e-05
100,83,0.0484482,1.824719156473239e-05
100,84,0.0484274,1.8725383841192705e-05
100,85,0.0484072,1.8733926443754444e-05
100,86,0.048387400000000004,1.8006665432556855e-05
100,87,0.048368,1.737814719698242e-05
100,88,0.0483492,1.7825823964125848e-05
100,89,0.04833,1.7618172436434987e-05
100,90,0.048310599999999995,1.7315888657531177e-05
100,91,0.0482924,1.6883127672323388e-05
100,92,0.0482734,1.662046930745329e-05
100,93,0.0482562,1.6460862674840574e-05
100,94,0.048238199999999995,1.6363373735265814e-05
100,95,0.048221200000000006,1.579113675452264e-05
100,96,0.0482038,1.5535765188751418e-05
100,97,0.048186999999999994,1.5479018056712255e-05
100,98,0.04817020000000001,1.511820095117171e-05
100,99,0.0481538,1.4688771221580763e-05
100,100,0.0481376,1.4800000000001019e-05
150,1,0.11723380000000001,6.784216977661931e-05
150,2,0.0586808,3.233202746503899e-05
150,3,0.0532834,1.1534296684235776e-05
150,4,0.051795400000000005,8.01498596380387e-06
150,5,0.051047999999999996,8.876936408468513e-06
150,6,0.0505376,1.3602940858504412e-05
150,7,0.050136799999999995,1.2859237924543474e-05
150,8,0.0497988,1.2302845199383248e-05
150,9,0.0495086,1.3440238093127149e-05
150,10,0.0492518,1.474313399518626e-05
150,11,0.0490228,1.3818827736099359e-05
150,12,0.04881,1.3870832707518227e-05
150,13,0.048618800000000004,1.17881296226338e-05
150,14,0.048436999999999994,1.5349267083480527e-05
150,15,0.048272600000000006,1.3425349157469434e-05
150,16,0.048119,1.4683323874382157e-05
150,17,0.04797440000000001,1.2563439019631256e-05
150,18,0.047835,1.0881176406988141e-05
150,19,0.04770339999999999,1.3032267646116268e-05
150,20,0.0475792,1.3227244611028982e-05
150,21,0.0474632,1.3481839637082357e-05
150,22,0.047352799999999994,1.1923086848631506e-05
150,23,0.047243799999999996,1.259206099095699e-05
150,24,0.047144,1.1713240371477872e-05
150,25,0.047046,1.2377398757411678e-05
150,26,0.0469514,1.4347125147568371e-05
150,27,0.046860200000000005,1.2188519188153464e-05
150,28,0.0467756,1.0613199329135053e-05
150,29,0.0466908,1.1443775600736334e-05
150,30,0.0466118,1.180508365069925e-05
150,31,0.0465318,1.2335315156087762e-05
150,32,0.0464576,1.1516944039108446e-05
150,33,0.0463854,1.3184839779080816e-05
150,34,0.046314,1.2617448236470413e-05
150,35,0.0462462,1.4702380759591866e-05
150,36,0.0461812,1.325745073534108e-05
150,37,0.046117200000000004,1.299846144741717e-05
150,38,0.0460556,1.2403225386969945e-05
150,39,0.045993599999999996,1.4291256067960807e-05
150,40,0.0459348,1.5458331087150402e-05
150,41,0.04588,1.3667479650614652e-05
150,42,0.04582339999999999,1.2908911650481928e-05
150,43,0.045768199999999995,1.4770240350109292e-05
150,44,0.045715599999999995,1.4150618361047837e-05
150,45,0.045665,1.381303731986455e-05
150,46,0.0456144,1.4840485167269402e-05
150,47,0.04556520000000001,1.5638414241859376e-05
150,48,0.045516999999999995,1.4436065946095946e-05
150,49,0.0454704,1.5317963311093677e-05
150,50,0.0454248,1.4837789592794608e-05
150,51,0.0453804,1.40370937162924e-05
150,52,0.045337,1.4127986409959473e-05
150,53,0.04529439999999999,1.5213152204589564e-05
150,54,0.0452526,1.4513442045222439e-05
150,55,0.045211,1.5722595205625085e-05
150,56,0.0451708,1.5587174214719638e-05
150,57,0.0451314,1.5252540771950445e-05
150,58,0.04509300000000001,1.6186414056237343e-05
150,59,0.045056200000000005,1.5197368193210574e-05
150,60,0.04501959999999999,1.4485855169785074e-05
150,61,0.0449824,1.4485855169785842e-05
150,62,0.0449488,1.3227244611028289e-05
150,63,0.044912600000000004,1.4947909552844394e-05
150,64,0.044877600000000004,1.4623269128345022e-05
150,65,0.0448454,1.3922643427164684e-05
150,66,0.0448118,1.435827287663747e-05
150,67,0.044779599999999996,1.4263239463741224e-05
150,68,0.044746799999999996,1.4743133995185506e-05
150,69,0.04471579999999999,1.48781719307193e-05
150,70,0.044685199999999994,1.3526270735127343e-05
150,71,0.044657800000000004,1.352627073512962e-05
150,72,0.0446276,1.3690872872102002e-05
150,73,0.0445966,1.413647763765703e-05
150,74,0.044568199999999995,1.4891608375189066e-05
150,75,0.044541199999999996,1.4579437574885865e-05
150,76,0.044513,1.5323185047502744e-05
150,77,0.044487,1.4993331851194624e-05
150,78,0.044460000000000006,1.5401298646543748e-05
150,79,0.0444328,1.4715977711318011e-05
150,80,0.0444068,1.4330387294140008e-05
150,81,0.0443808,1.3919770113043258e-05
150,82,0.0443554,1.3230268326832955e-05
150,83,0.0443266,1.4305243793798937e-05
150,84,0.0443034,1.4022838514365642e-05
150,85,0.044280200000000006,1.3347658970771614e-05
150,86,0.0442588,1.2496399481450507e-05
150,87,0.0442364,1.290891165048408e-05
150,88,0.0442122,1.3804347141391076e-05
150,89,0.044190999999999994,1.3190905958273486e-05
150,90,0.044168599999999995,1.3544002362669055e-05
150,91,0.0441468,1.3166624472505296e-05
150,92,0.044124800000000006,1.390539463661481e-05
150,93,0.044104,1.1627553482999317e-05
150,94,0.0440828,1.3029197979922155e-05
150,95,0.0440628,1.3212115651930891e-05
150,96,0.0440424,1.2721635115031383e-05
150,97,0.044020399999999994,1.2753038853543236e-05
150,98,0.044001799999999994,1.2734205903783526e-05
150,99,0.0439838,1.1338430226446845e-05
150,100,0.04396220000000001,1.2319090875547208e-05
200,1,0.1180142,3.198999843701166e-05
200,2,0.0583336,1.4263239463740385e-05
200,3,0.0516914,7.812809993850695e-06
200,4,0.04967,9.507891459204521e-06
200,5,0.0487788,1.6987053894069703e-05
200,6,0.048216,1.6852299546352936e-05
200,7,0.047787,1.7515707236648823e-05
200,8,0.047442,2.1447610589527184e-05
200,9,0.0471458,2.1348536249588987e-05
200,10,0.046881400000000004,2.279122638209678e-05
200,11,0.046644000000000005,2.6046112953758777e-05
200,12,0.046429399999999996,1.8895502110290318e-05
200,13,0.046229,2.5999999999999954e-05
200,14,0.046048200000000004,2.3455489762525892e-05
200,15,0.045876600000000003,2.5617181734140075e-05
200,16,0.045716200000000005,2.59337617788093e-05
200,17,0.0455692,2.676116589388593e-05
200,18,0.0454228,2.368459414893939e-05
200,19,0.0452874,2.0800000000000546e-05
200,20,0.04515860000000001,2.377057003944116e-05
200,21,0.0450366,2.461381725779135e-05
200,22,0.0449186,2.596613178738914e-05
200,23,0.0448058,2.6301330764810633e-05
200,24,0.0447012,2.9444184485225532e-05
200,25,0.0445944,2.935029812455042e-05
200,26,0.044494,3.0019993337774606e-05
200,27,0.0444014,3.407990610315531e-05
200,28,0.0443128,3.0162228034415125e-05
200,29,0.0442186,2.9789931184881874e-05
200,30,0.0441368,3.063592662218666e-05
200,31,0.0440502,3.367135280917469e-05
200,32,0.043971,3.4796551553278815e-05
200,33,0.0438922,3.38786068190543e-05
200,34,0.0438184,3.405055065634054e-05
200,35,0.043744399999999996,3.386797897719976e-05
200,36,0.043674599999999994,3.6285534307765135e-05
200,37,0.0436044,3.588091414666143e-05
200,38,0.0435384,3.5080478902092234e-05
200,39,0.043473,3.782591704109792e-05
200,40,0.043408600000000006,3.5825130844142755e-05
200,41,0.0433448,3.7069664147386596e-05
200,42,0.043285000000000004,3.582736384385393e-05
200,43,0.0432276,3.808201675331761e-05
200,44,0.043169599999999995,3.8686431729999985e-05
200,45,0.043115,4.0620192023181204e-05
200,46,0.04306,4.172768864914568e-05
200,47,0.04300759999999999,3.7483863194713455e-05
200,48,0.0429516,4.233957959167662e-05
200,49,0.04290239999999999,4.0509751912348385e-05
200,50,0.0428534,4.017262749683963e-05
200,51,0.04280579999999999,3.97461947864199e-05
200,52,0.0427578,4.0071935316378956e-05
200,53,0.042711,4.1746856169056377e-05
200,54,0.042666,3.9673668849753846e-05
200,55,0.042620599999999995,3.968173383308788e-05
200,56,0.04257760000000001,4.203617489734368e-05
200,57,0.042532799999999996,3.923467853825328e-05
200,58,0.042491600000000004,3.873809494541454e-05
200,59,0.0424526,3.7430468872296944e-05
200,60,0.042409800000000004,4.046430525784513e-05
200,61,0.0423728,3.90968029383477e-05
200,62,0.042330999999999994,3.893070767402034e-05
200,63,0.0422954,3.560674093483055e-05
200,64,0.042258,3.770941526992996e-05
200,65,0.042219400000000004,3.702215552881851e-05
200,66,0.0421836,3.750519963951558e-05
200,67,0.0421498,3.477585369189317e-05
200,68,0.042114,3.6997297198580766e-05
200,69,0.0420786,3.694644773181844e-05
200,70,0.042045000000000006,3.586084215408228e-05
200,71,0.042015800000000006,3.43418112510086e-05
200,72,0.0419818,3.467217904891362e-05
200,73,0.0419496,3.551112501738075e-05
200,74,0.0419184,3.510327620037695e-05
200,75,0.04188759999999999,3.3338266301653524e-05
200,76,0.0418586,3.207865333831729e-05
200,77,0.0418292,3.0002666548158243e-05
200,78,0.041797799999999996,3.2083640691167957e-05
200,79,0.041769600000000004,3.0734996339677754e-05
200,80,0.04174100000000001,3.0561413579871665e-05
200,81,0.0417126,3.0421045346929752e-05
200,82,0.041685400000000004,3.0043967780570567e-05
200,83,0.0416596,2.764489102890318e-05
200,84,0.041634,2.7269030052423677e-05
200,85,0.041604999999999996,2.8761084819596904e-05
200,86,0.041578,2.8712366673612384e-05
200,87,0.041554600000000004,2.7148480620470416e-05
200,88,0.0415298,2.6164097538421315e-05
200,89,0.041504799999999994,2.5810075551999825e-05
200,90,0.0414808,2.5871992578848754e-05
200,91,0.0414562,2.7323250172701564e-05
200,92,0.0414338,2.47095123383677e-05
200,93,0.04140919999999999,2.415284662312008e-05
200,94,0.041387600000000004,2.3635566420123153e-05
200,95,0.041364599999999994,2.330321866180741e-05
200,96,0.04134259999999999,2.25619148123566e-05
200,97,0.04132039999999999,2.1648094604375596e-05
200,98,0.041297600000000004,2.2222511109233074e-05
200,99,0.041276999999999994,2.0248456731317646e-05
200,100,0.041254,2.1410277905716628e-05
