0,t-SNE1,t-SNE2
AB491210.1.1485,-42.646477,-29.525879
AB491723.1.1422,-67.692764,0.7010659
AB494814.1.1500,-44.59425,-13.324612
AB505075.1.1496,-70.72571,32.10871
AB506139.1.1558,-39.557278,87.81232
AB506166.1.1495,3.195779,-22.009523
AB506172.1.1523,31.888046,69.24294
AB506185.1.1506,-70.28895,-67.00102
AB506188.1.1515,-61.285164,73.321815
AB506192.1.1523,-60.529358,78.609764
AB506199.1.1508,-31.940172,-12.816252
AB506227.1.1518,-19.866922,72.65251
AB506232.1.1522,6.0896273,-41.2449
AB506250.1.1525,26.91931,84.2627
AB506253.1.1527,-0.64016956,115.576126
AB506266.1.1511,-20.687689,70.17006
AB506279.1.1563,8.819469,66.91788
AB506315.1.1513,-34.977657,95.69344
AB506348.1.1522,-7.2050014,67.50174
AB506360.1.1531,74.12441,-14.141906
AB506361.1.1516,-96.86664,-28.729298
AB506369.1.1506,-41.438217,-4.2929225
AB506371.1.1509,68.81226,73.84702
AB506372.1.1510,7.7976537,28.09947
AB506381.1.1523,79.07168,13.108198
AB506382.1.1509,-93.33332,-18.478962
AB506388.1.1517,61.676735,6.920332
AB506413.1.1616,-56.815613,10.594366
AB506424.1.1522,77.46278,12.878282
AB506558.1.1496,-12.74226,34.905468
AB506573.1.1493,-12.742209,34.905495
AB506579.1.1499,-12.733292,34.910664
AB506623.1.1506,-12.801431,34.86592
AB507168.1.1517,14.432174,79.71626
AB507643.1.1557,-46.278645,-58.388195
AB507661.1.1539,43.474926,-44.65702
AB509211.1.1451,83.188644,9.224194
AB510707.1.1473,-55.76012,-26.123785
AB510708.1.1476,-23.652954,-56.256294
AB512047.1.1509,-71.815186,-60.715576
AB521998.1.1477,5.7074933,9.301813
AB525415.1.1503,-10.67394,25.974838
AB530190.1.1489,-16.827255,49.544487
AB538433.1.1488,-77.08349,-41.276653
AB547648.1.1487,44.065693,-74.18966
AB547649.1.1485,43.842953,-74.44343
AB547651.1.1480,-46.31429,-72.0627
AB547668.1.1490,-35.96972,10.884374
AB547670.1.1491,30.730795,-20.570717
AB547672.1.1495,35.753414,-13.911121
AB547673.1.1490,30.632137,-20.580381
AB547674.1.1479,30.643986,-20.584543
AB547676.1.1493,88.022385,30.994726
AB547677.1.1479,35.784817,-14.03311
AB547682.1.1492,30.755886,-20.647799
AB547683.1.1480,30.73105,-20.630411
AB547696.1.1280,28.392954,-19.499887
AB547703.1.1492,29.573826,-20.34956
AB547706.1.1493,88.06047,30.928751
AB548674.1.1491,-27.164669,3.1126719
AB554230.1.1487,12.125551,104.8672
AB554231.1.1489,12.775649,105.287384
AB554233.1.1486,13.844284,106.167336
AB558171.1.1473,90.41972,-61.943233
AB558487.1.1504,-65.35002,56.762978
AB559618.1.1515,-35.040306,95.58569
AB559621.1.1499,-37.92868,-93.08301
AB566418.1.1473,-70.827156,32.213287
AB571656.1.1493,-10.760759,-20.459808
AB574479.1.1484,-29.80767,-53.889168
AB574480.1.1486,-31.233286,-32.53225
AB574481.1.1484,-29.743221,-53.85971
AB574482.1.1489,53.146526,36.363293
AB595132.1.1457,52.413605,-92.3699
AB595135.1.1467,-38.057907,-92.71842
AB595138.1.1492,-45.623367,-72.363914
AB598741.1.1413,-35.63008,58.739033
AB601001.1.1469,-40.457367,-90.14628
AB606256.1.1495,-25.530834,-42.43624
AB606284.1.1481,38.265827,0.6570093
AB606308.1.1509,-56.454094,42.56055
AB606352.1.1486,-35.40302,79.90846
AB606378.1.1511,-35.417835,94.90783
AB606383.1.1494,19.915113,-26.311623
AB606384.1.1479,-69.89631,-69.91862
AB606399.1.1479,-70.561584,-65.24714
AB608051.1.1488,15.57188,79.570816
AB612796.1.1482,14.467634,10.572171
AB614872.1.1469,-45.494053,41.685276
AB616133.1.1466,-113.358086,22.188103
AB616155.1.1470,-45.492325,41.684437
AB616299.1.1516,68.29855,-78.47493
AB618996.1.1275,35.73963,-92.78446
AB626049.1.1495,14.883646,79.69519
AB626897.1.1485,-42.9155,76.24654
AB626907.1.1496,62.431087,82.14309
AB626919.1.1479,-69.890144,-69.68558
AB626927.1.1498,93.84787,-19.917656
AB626931.1.1494,-10.016825,-31.167734
AB626948.1.1493,70.80403,14.050351
AB627586.1.1525,24.846512,38.94551
AB627676.1.1520,-25.766489,-43.190403
AB627687.1.1526,-14.909968,43.97238
AB636945.1.1426,22.188307,-82.484
AB638860.1.1489,-85.82861,50.29297
AB639144.1.1469,51.9691,-92.426865
AB649277.1.1490,-66.342224,56.50797
AB662961.1.1419,63.305225,58.321743
AB678451.1.1353,-41.52591,60.943703
AB680374.1.1442,-35.04647,21.896107
AB680533.1.1482,59.43409,-67.896774
AB680534.1.1414,48.706043,-59.46632
AB680625.1.1447,-29.571617,49.451763
AB680681.1.1443,-29.72218,49.425587
AB681219.1.1466,-16.782,-64.48305
AB681297.1.1474,-16.63849,-64.436195
AB681369.1.1472,-23.15244,21.021442
AB681574.1.1283,-38.250374,60.109623
AB681920.1.1462,-101.854866,7.065344
AB693143.1.1405,11.143398,19.621017
AB696394.1.1357,63.14536,26.078793
AB697157.1.1394,13.8455105,-87.70577
AB698720.1.1455,13.798223,-87.7316
AB700379.1.1452,64.471054,23.606668
AB702721.1.1496,7.4120154,-56.504684
AB702729.1.1497,90.34934,-24.6019
AB702751.1.1405,90.67289,-24.513538
AB702753.1.1392,53.73,40.140343
AB702756.1.1405,92.354385,-22.018002
AB702765.1.1492,90.04366,37.026848
AB702766.1.1491,14.267703,104.036835
AB702771.1.1395,15.89814,105.43374
AB702802.1.1393,23.771692,37.4739
AB702839.1.1406,54.677315,-29.94015
AB702870.1.1395,-9.331351,-31.794922
AB702884.1.1495,32.111824,69.35923
AB702916.1.1364,-70.7105,33.460545
AB733112.1.1328,21.218082,2.6641326
AB735688.1.1201,-48.554108,55.89464
AB739697.1.1442,53.088585,35.290478
AB741661.1.1324,56.28935,62.34163
AB741662.1.1324,48.205444,71.304405
AB741663.1.1324,56.2862,62.366734
AB741665.1.1324,47.85041,71.45818
AB741688.1.1324,56.277996,62.385605
AB741690.1.1324,56.2811,62.374554
AB741696.1.1324,56.299442,62.296722
AB742106.1.1431,-16.545294,-32.73606
AB746750.1.1530,-20.507273,70.44356
AB746810.1.1518,-39.598236,87.756294
AB749382.1.1389,73.50589,-26.182785
AB772259.1.1253,68.561905,54.754852
AB775005.1.1253,69.78732,53.528442
AB780934.1.1454,11.500144,30.944668
AB819042.1.1224,-11.526153,-63.760994
AB821767.1.1524,54.353302,-32.196384
AB821808.1.1525,104.6671,-27.232378
AB822953.1.1572,18.535543,59.213627
AB824383.1.1515,-40.33911,86.27926
AB824585.1.1514,-96.48042,32.576275
AB824647.1.1509,-96.5013,32.571735
AB826025.1.1593,5.8994765,69.74457
AB849349.1.1221,59.43574,-67.708115
AB855773.1.1512,52.27028,-33.749706
AB861981.1.1489,-7.8499002,-9.1363535
AB874571.1.1447,42.523464,-79.19442
AB910337.1.1492,-41.40458,-72.17998
AB916501.1.1486,41.878693,-81.003555
AB920828.1.1412,-13.36708,16.661629
AB930590.1.1483,-92.585236,-20.475702
AB934524.1.1365,93.922386,-22.30388
AB934533.1.1365,94.26343,-22.049314
AB934596.1.1362,94.09046,-22.238655
AB934611.1.1394,34.624924,44.900185
AB934632.1.1349,-25.675676,-43.194714
AB934705.1.1348,22.110764,59.450993
AB934715.1.1349,86.149796,9.47522
AB934716.1.1353,7.816808,32.103474
AB934726.1.1341,8.705326,-11.466349
AB934730.1.1351,-24.748932,-42.24944
AB934731.1.1350,79.11762,12.742707
AB934732.1.1349,86.62486,9.653788
AB934744.1.1341,17.827065,56.21676
AB934775.1.1342,-42.179943,77.938614
AB934779.1.1351,-26.435389,-43.32278
AB934796.1.1350,-40.864655,-5.347052
AB934798.1.1350,70.670044,13.946315
AB934800.1.1322,35.628548,-94.016556
AB934801.1.1351,-8.16114,-31.20998
AB934802.1.1340,14.517469,10.613575
AB934822.1.1349,-54.66738,28.380426
AB934830.1.1348,-25.985712,-43.176918
AB934837.1.1365,94.017105,-22.249228
AB934839.1.1350,79.14031,12.42833
AB934852.1.1327,-98.42691,33.022312
AB934853.1.1327,-13.613609,-31.854506
AB934872.1.1350,-23.977432,-41.928062
AB934882.1.1351,-7.912858,-31.093649
AB936635.1.1441,61.937943,82.41145
AB969320.1.1524,3.2612698,56.543602
AB969372.1.1521,-55.578236,-0.9805102
AB969380.1.1523,-15.663429,-32.129116
AB969399.1.1506,-30.03065,-10.30428
AB969443.1.1542,-54.77044,44.03157
AB969596.1.1523,18.128311,-24.263773
AB969601.1.1522,-5.2657175,-41.39887
AB969619.1.1529,21.753378,59.435104
AB971869.1.1245,-28.077631,35.576668
ABCA03000037.60092.61588,-67.42385,-7.0163655
ABDV01000025.23975.25492,-20.95855,-6.535335
ABDX01000067.78.1390,-20.95757,-6.4004917
ABEZ02000012.1768.3258,3.2073092,-21.828476
ABEZ02000015.506.1996,3.2026508,-21.805794
ABGD02000021.1868.3380,-69.25131,-5.321324
ABIK02000013.103269.104574,33.74593,-54.362553
ABIY02000114.1.1263,-7.079759,-9.729377
ABJL02000007.1225076.1226586,-29.612514,-53.882225
ABOU02000049.4536.6056,-30.374886,-76.91653
ABQC02000019.758957.760260,-10.307068,-7.6089845
ABQR01000074.101.1610,20.29841,-106.67959
ABWK02000005.70.1618,67.85427,-80.81011
ABWK02000010.137802.139350,67.86779,-80.81285
ABWL02000011.84303.85559,48.107178,71.18899
ABWN01000012.312.1822,41.133995,-25.08914
ABXI02000116.1.1285,-52.975983,-26.508738
AC145820.26622.28093,91.60369,-6.8747573
ACBX02000025.1.1217,-51.348362,-39.878674
ACBZ01000217.267.1788,-9.213609,-19.916842
ACCF01000268.3369.4627,-32.515305,45.335922
ACCJ01000522.48.1565,19.968657,-104.676125
ACCK01000460.1.1313,29.861898,-61.914543
ACDP02000005.388.1906,-12.503456,17.91307
ACFE01000007.338.1763,-51.33715,-87.69537
ACGI01000130.79.1442,34.444756,45.561615
ACGV01000168.71.1473,34.559505,45.13246
ACIP02000003.114175.115697,-56.75857,11.22256
ACKS01000100.344.1864,35.75738,-13.929621
ACKT01000055.15.1310,70.11968,-78.39813
ACLA01000028.1.1216,70.12398,-78.40273
ACON01000003.712136.713636,-69.70288,-69.05463
ACTH01000059.589.2110,18.985186,-25.381145
ACUX02000006.1.1301,-71.99347,32.10948
ADBC01000153.367.1631,72.88175,32.909683
ADFR01000011.3460.4852,-32.25691,44.732647
ADGI01000045.4219.5736,31.150461,-20.093449
ADLN01000129.202.1639,34.520134,5.943957
AE000513.2467934.2469435,-5.4142895,4.464333
AE015928.3034714.3036195,-52.450924,-25.812502
AEON01000002.393494.395009,20.972504,4.4778514
AEUH01000060.4040.5574,-1.6204462,21.940344
AF000221.1.1418,11.064272,19.592232
AF010252.1.1373,77.141624,47.193237
AF023052.1.1471,64.127594,-3.5423787
AF032127.1.1469,-5.4863358,4.3940926
AF035054.1.1416,-16.522192,8.813753
AF047850.1.1200,11.199986,19.641867
AF061347.1.1502,64.48914,-3.9825926
AF072471.1.1420,11.14415,19.621307
AF073448.1.1435,-29.480576,49.469124
AF101240.1.1465,-72.13068,32.16278
AF109792.1.1461,5.711821,9.295785
AF125590.1.1459,-29.721132,49.426117
AF125593.1.1421,-29.599655,49.449257
AF127912.1.1614,11.181388,19.63457
AF129443.1.1436,63.3678,58.65581
AF129444.1.1436,63.363686,58.628513
AF129868.1.1462,61.63473,82.60609
AF132232.1.1493,28.81796,-33.516552
AF132261.1.1437,29.788525,69.68873
AF132263.1.1446,-54.879093,-26.169554
AF132270.1.1279,41.488995,-2.9635925
AF132280.1.1277,-65.31591,-8.607402
AF132281.1.1427,41.980217,-80.75513
AF132283.1.1280,27.438051,81.8717
AF132284.1.1359,43.904266,-74.74554
AF142062.1.1430,11.005519,19.57146
AF143835.1.1303,27.152702,-86.14743
AF145752.1.1280,71.20452,-58.221947
AF153858.1.1349,-25.660269,-75.08914
AF175281.1.1339,63.36154,58.578793
AF175403.1.1471,11.133362,88.04569
AF186072.1.1492,-78.482635,-19.213587
AF192152.1.1542,-55.255913,44.270058
AF206305.1.1461,90.424,-61.94711
AF207074.1.1392,33.382904,15.253241
AF231131.1.1494,11.147935,88.01759
AF233876.1.1443,-15.1148205,0.6164818
AF251035.1.1484,6.0611386,8.781128
AF253365.1.1402,23.723232,-3.2956939
AF275894.1.1267,24.526625,-7.1915154
AF287762.1.1511,-70.76053,-63.722664
AF287769.1.1493,42.79009,-22.21578
AF287772.1.1541,-0.022577453,56.438244
AF287775.1.1476,4.670976,54.02468
AF321038.1.1379,38.253696,15.407038
AF338413.1.1408,-44.305656,-56.36323
AF348748.1.1327,11.047029,19.586208
AF349756.1.1335,108.6534,6.074151
AF349930.1.1400,-11.356056,-63.912785
AF349933.1.1228,-16.685993,-64.45123
AF349937.1.1220,14.798512,79.68976
AF354055.1.1752,11.337937,19.692461
AF359941.1.1346,-18.97078,91.88374
AF371524.1.1337,28.96059,-41.97367
AF371526.1.1384,29.05075,-42.559845
AF371544.1.1441,-2.803278,-51.64989
AF371549.1.1455,-3.4643824,-42.14167
AF371626.1.1448,12.3785515,-7.8155503
AF371628.1.1465,-63.162487,11.51119
AF371633.1.1455,-56.834843,10.3425665
AF371634.1.1454,-56.838234,10.231467
AF371637.1.1465,-4.743016,44.580338
AF371644.1.1419,11.773625,46.82991
AF371648.1.1457,11.710859,46.813644
AF371654.1.1443,11.941493,29.501001
AF371660.1.1453,21.606108,27.659838
AF371675.1.1449,51.057175,-34.185356
AF371677.1.1456,52.577984,-33.575043
AF371678.1.1465,53.095123,-33.34587
AF371679.1.1429,108.781784,3.973245
AF371681.1.1418,-70.67483,-65.411476
AF371688.1.1398,-69.92587,-65.607765
AF371714.1.1434,-96.44221,32.512096
AF371720.1.1436,36.05162,27.854643
AF371735.1.1453,-60.24195,-1.1485898
AF371741.1.1423,-67.21557,-9.701828
AF371743.1.1426,-45.15284,-14.839263
AF371744.1.1240,-44.39207,-14.072228
AF371746.1.1412,-45.273163,-15.002819
AF371754.1.1432,-52.321346,-12.022893
AF371756.1.1451,-52.508587,-12.5310335
AF371757.1.1435,-67.71402,-1.4977679
AF371758.1.1352,-66.83221,-11.542218
AF371779.1.1452,-44.450733,0.83593076
AF371790.1.1446,29.086733,78.6773
AF371793.1.1451,30.149647,71.307076
AF371802.1.1417,78.72537,12.281163
AF371803.1.1457,-26.70305,-43.31181
AF371804.1.1446,-46.981117,16.60042
AF371806.1.1454,-61.268017,73.43795
AF371811.1.1357,-40.048866,88.847115
AF371814.1.1377,-39.669415,87.73596
AF371817.1.1388,-42.272263,77.91952
AF371821.1.1408,44.19326,32.24017
AF371823.1.1425,-2.542396,115.536606
AF371829.1.1421,-6.6394663,68.469406
AF371831.1.1421,-20.40259,71.34394
AF371864.1.1447,-42.955788,-29.823103
AF371871.1.1476,-55.265656,44.065845
AF371894.1.1455,31.30678,-15.719634
AF371914.1.1431,-26.469809,2.0998316
AF371943.1.1444,-55.63436,-0.87745005
AF371946.1.1457,64.95123,78.29136
AF371949.1.1454,-54.78074,40.792583
AF372092.1.1341,11.734351,19.84074
AF376216.1.1417,36.126293,27.843838
AF376220.1.1331,36.755062,28.520786
AF376221.1.1337,-98.66518,-31.085646
AF376225.1.1337,-67.10682,-8.797763
AF376229.1.1349,-60.798943,82.509315
AF385506.1.1500,-1.1347668,-0.8710915
AF385510.1.1522,17.166183,-64.159134
AF385522.1.1499,-0.73884255,20.599823
AF385557.1.1477,4.2148485,53.9466
AF385571.1.1498,91.1947,-62.617306
AF385577.1.1508,43.98196,-19.263103
AF386081.1.1436,-104.380066,7.2354712
AF408262.1.1499,45.849586,-61.012325
AF414809.1.1363,-34.756413,9.646526
AF426101.1.1455,64.20342,-3.687294
AF426827.1.1248,-46.97416,-85.146614
AF432082.1.1445,24.385265,-6.3877463
AF432138.1.1487,89.61234,-61.24747
AF432140.1.1538,30.412601,-30.28562
AF432141.1.1499,-2.6270742,-2.096977
AF439641.1.1400,-80.73171,-8.241378
AF473834.1.1411,-44.270393,-56.326015
AF473836.1.1409,-76.23082,-19.977158
AF473837.1.1440,-80.94232,4.785718
AF479674.1.1543,68.110085,-80.59286
AF481226.1.1480,29.05653,-13.621204
AF481227.1.1485,89.927986,35.904495
AF487679.1.1504,2.8722978,16.995497
AF491832.1.1454,22.532972,0.0033237194
AF491835.1.1454,22.493912,0.0983724
AF491836.1.1453,22.52728,0.017111586
AF499899.1.1248,65.37421,40.490627
AF499902.1.1477,46.180344,46.30089
AF499911.1.1224,70.92997,-57.50558
AF542228.1.1396,-67.29393,-29.242529
AF542231.1.1414,-68.19794,-32.64987
AF542233.1.1411,-76.44122,-40.648094
AF550610.1.1416,-60.09104,24.061794
AF550641.1.1417,13.263708,20.396276
AF550651.1.1555,12.995399,20.30171
AF550652.1.1555,12.998789,20.302656
AFRD01000591.5123.7037,38.15343,-101.50856
AFYE01000091.124.1666,13.792632,82.99949
AFZE01000039.3843.5359,-1.3546981,-21.17076
AFZY01000009.80.1511,14.958889,79.69351
AGCI01000028.1.1356,68.081894,55.53119
AGEJ01000013.153803.155242,31.29933,-63.259068
AGSE01000001.236147.237673,74.58332,31.950926
AGXQ01000010.543.2059,-84.47609,-51.5837
AGXT01000041.79243.80759,-28.011248,-30.837353
AGXW01000006.688.2204,-28.284369,-29.950777
AGZE01000001.1.1322,-45.51446,25.233646
AGZQ01000017.129.1643,53.805298,39.980934
AJ005635.1.1447,28.046484,-12.874949
AJ006962.1.1476,-1.1633604,-20.804207
AJ006963.1.1453,-70.4991,-64.94088
AJ131121.1.1481,9.370667,3.4508648
AJ131149.1.1456,-37.70338,-93.85092
AJ131915.1.1336,-23.747746,20.690218
AJ132842.30.1345,0.6419718,-95.94607
AJ223454.1.1470,34.370487,15.500512
AJ233437.1.1480,63.309284,57.561695
AJ234040.1.1412,-0.3248304,20.055246
AJ234041.1.1397,-0.5235203,20.295921
AJ234053.1.1371,-2.9149237,30.560179
AJ234058.1.1367,-0.51165426,20.282717
AJ239289.1.1355,-10.476969,26.12486
AJ239291.1.1355,-10.680357,26.149084
AJ239312.1.1355,-10.139,26.083412
AJ243791.1.1423,-2.804893,30.013947
AJ243966.1.1459,59.435123,-67.80364
AJ244698.1.1496,32.22201,15.1129265
AJ247194.1.1416,16.936707,-86.77356
AJ249859.1.1350,11.056386,19.58811
AJ251630.1.1502,-54.67914,44.022636
AJ251986.1.1401,-2.8500364,30.23729
AJ270486.1.1241,10.931681,31.400366
AJ270951.1.1252,15.437872,82.70887
AJ271894.1.1448,0.08725744,19.629484
AJ272467.1.1202,-86.107925,50.911007
AJ276874.1.1420,13.185601,20.370773
AJ277208.1.1350,-67.1661,-29.935566
AJ278694.1.1411,21.004393,4.4682903
AJ289173.1.1446,28.008287,-12.762305
AJ290754.1.1466,-19.724306,90.41473
AJ290758.1.1466,-19.161572,91.50805
AJ291746.1.1317,3.0803483,-23.787039
AJ292530.41.1371,34.5391,45.218796
AJ292676.1.1501,-18.473354,24.882719
AJ295350.1.1354,-15.220911,0.7716675
AJ296554.1.1289,-28.003506,32.86153
AJ305238.1.1505,-92.34653,-19.922876
AJ307005.1.1380,21.174273,2.7573993
AJ308305.1.1371,-105.21312,7.2697763
AJ311604.1.1472,20.145464,3.5328526
AJ311606.1.1479,22.620007,-0.21118966
AJ315979.1.1406,-24.848778,-74.84541
AJ318864.29.1472,62.39266,82.154144
AJ344093.1.1362,89.22991,-60.919785
AJ400261.1.1495,-6.689659,-82.11273
AJ400848.134008.135498,91.17395,-6.8676043
AJ408960.1.1496,-36.888718,-23.59624
AJ420197.1.1444,59.434612,-67.84552
AJ420200.1.1419,59.434505,-67.85989
AJ421779.1.1522,-1.6302154,21.899654
AJ430347.1.1345,-15.1442375,0.39075044
AJ441057.1.1482,-82.67324,47.26011
AJ508452.1.1498,19.536709,-102.18188
AJ515914.1.1347,-44.321938,-13.864632
AJ518871.1.1462,2.190434,72.89335
AJ518873.1.1461,-63.058582,11.372689
AJ518876.1.1339,13.154789,105.61244
AJ540309.1.1413,1.1510589,18.664648
AJ558133.1.1467,5.671093,9.365766
AJ575726.1.1450,27.16756,12.018591
AJ576075.1.1341,2.3073924,17.638203
AJ576088.1.1420,2.3004498,17.64388
AJ576350.1.1454,-8.824594,-19.238853
AJ586357.1.1440,-38.3692,59.936386
AJ586614.1.1468,-11.683523,25.603405
AJ608235.1.1314,5.6748457,-41.505096
AJ608247.1.1335,-64.43725,-9.36951
AJ621555.1.1472,17.552244,77.59935
AJ697609.1.1517,-3.0296845,31.134377
AJ746200.1.1452,5.6814876,9.354614
AJ786792.1.1293,4.814334,5.3670897
AJ811975.1.1356,20.903433,-49.808334
AJ812137.1.1354,82.8856,59.246372
AJ853503.1.1447,26.006989,10.182359
AJ853585.1.1447,37.489006,14.983024
AJ867040.1.1492,52.25196,-92.302704
AJ867049.1.1500,-55.438824,43.622982
AJ867899.1.1483,-13.939298,18.21619
AJ874342.1.1448,-10.842777,-64.33721
AJ888239.1.1389,14.024736,-87.753815
AJ973157.1.1529,17.54027,77.605835
AJAL01000017.143922.145468,-34.69077,22.56981
AJAL01000024.33876.35405,-34.781445,22.40193
AJAM01000006.437650.439197,-35.11258,21.749018
AJVZ01000001.43924.45432,30.620634,-20.57669
AJWZ01008267.13415.14982,29.824238,-30.73567
AK059639.1.1307,93.83405,-6.8943925
AKCU01000562.18830.20227,38.23305,-101.6974
AM084342.1.1363,32.23514,15.095261
AM176887.1.1449,-46.97814,16.635569
AM179911.1.1362,56.31139,62.182625
AM183003.1.1447,-43.511997,-0.51419663
AM183057.1.1475,-32.08253,54.018814
AM183074.1.1431,-68.96174,-6.181478
AM183080.1.1438,-23.890163,-6.694582
AM237369.1.1209,8.705868,4.152695
AM237928.1.1450,62.943203,6.143572
AM238230.1.1490,-90.05483,7.3770456
AM275406.1.1503,-35.09499,80.01833
AM275412.1.1485,-32.036583,44.19425
AM275414.1.1511,29.177622,-42.116062
AM275467.1.1476,33.776104,-54.295536
AM275475.1.1514,29.127996,-41.170498
AM275478.1.1447,33.80314,-54.21166
AM275521.1.1477,-31.236443,-32.531513
AM275604.1.1484,62.279526,82.18421
AM275737.1.1459,-77.87477,29.304117
AM275757.1.1484,17.68016,56.42918
AM275764.1.1498,-19.411745,42.206184
AM275765.1.1491,94.44145,-19.687428
AM276076.1.1465,-71.65017,31.986494
AM276086.1.1464,-67.21917,37.17961
AM276744.1.1449,-99.728836,-8.725895
AM277340.1.1500,-42.51583,77.633415
AM277369.1.1548,29.083797,-31.883638
AM277375.1.1485,53.460762,-33.16732
AM277404.1.1521,29.947996,-30.60706
AM277455.1.1490,-64.64303,56.063534
AM277551.1.1476,-39.977657,87.17306
AM277561.1.1522,29.404995,-36.039
AM277633.1.1436,-69.17777,-3.527274
AM277638.1.1452,-67.81453,-1.3616931
AM277653.1.1461,-44.301086,-14.030224
AM277667.1.1468,-69.28798,-3.1825087
AM277955.1.1615,62.33667,82.16767
AM277966.1.1487,-19.81253,73.073586
AM277970.1.1464,-67.13596,37.236507
