otu,n_folds_in_top,mean_rank_diff,case_minus_control,enrichment,frac_folds
FAUJ01000006.3367.4875,1,10.0,-0.6754954552340824,0.4834714926571069,0.125
AY911443.1.1200,1,4.0,-0.6475158110617967,2.4542005325087564,0.125
FPLO01006659.1.1491,1,16.0,-0.643350125855421,0.16931983700789044,0.125
DQ794702.1.1380,1,12.0,-0.6420372890238879,0.3414794206724348,0.125
EF404788.1.1485,1,13.0,-0.6416684562498076,0.5281510999564265,0.125
JX883678.1.1413,1,2.0,0.6412274873515763,0.7273277908970541,0.125
DQ808462.1.1241,1,6.0,-0.6386885591814052,0.4585853196299217,0.125
DQ801333.1.1392,1,7.0,0.6383501033177943,0.40713668006882947,0.125
FJ366023.1.1333,1,5.0,-0.6249766730990639,0.4815146487874569,0.125
EU467363.1.1378,1,17.0,-0.619837193249271,0.4081590132524865,0.125
HW066288.1.1503,1,18.0,-0.603452368169907,0.32563669700326164,0.125
FJ032391.1.1254,1,19.0,-0.6011677742166528,2.0869785652700914,0.125
EU764670.1.1329,1,6.0,-0.5999858952111141,0.34251346899171564,0.125
DQ801618.1.1247,1,20.0,-0.5981020588571396,0.7716670285942575,0.125
GQ493169.1.1364,1,14.0,-0.595731590307967,0.3940645756991664,0.125
EU774341.1.1313,1,7.0,-0.5870398717779979,0.41263069607729064,0.125
EU459376.1.1347,1,8.0,0.5862345272967528,0.3738976118979291,0.125
JQ186605.1.1378,1,8.0,-0.5861174779950105,0.4742338953957578,0.125
DQ800028.1.1290,1,21.0,-0.5858260094921203,0.2706370570065825,0.125
FJ368251.1.1359,1,4.0,-0.5809191244351686,0.38817822015254644,0.125
FJ833115.1.1204,1,22.0,-0.5803040953907028,0.22664260109855494,0.125
KF453771.1.1505,1,3.0,-0.5766993799727856,0.29749050430547624,0.125
FJ363530.1.1354,1,9.0,-0.5748635859521795,0.3511329144873228,0.125
DQ802353.1.1286,1,15.0,-0.5707289692625854,0.321745984433072,0.125
EU766019.1.1351,1,16.0,-0.5684408859091645,0.31287670219142094,0.125
EU462407.1.1376,1,24.0,-0.568296431105311,0.10855362692314398,0.125
FJ371750.1.1233,1,25.0,-0.5678269390515234,0.2711175264654686,0.125
EF401880.1.1492,1,5.0,-0.5664855221177216,0.6636665560816893,0.125
GQ897566.1.1496,1,27.0,-0.559951485425261,0.18600277529262232,0.125
HQ820207.1.1455,1,17.0,-0.5596054958341538,0.3107901339509447,0.125
GQ491230.1.1350,1,9.0,-0.5594039026246198,0.3860172575514298,0.125
FJ366876.1.1375,1,6.0,-0.5571803740676331,0.4215107570366795,0.125
DQ174182.1.1339,1,18.0,-0.5508549186687741,0.7907988031572301,0.125
EU475497.1.1398,1,30.0,-0.5370025451722491,0.3828522872948799,0.125
LT635479.2887212.2888725,1,19.0,0.5334380948671306,0.4691605942426357,0.125
DQ806519.1.1402,1,8.0,-0.5317176707742164,0.47679185106263305,0.125
GQ448183.1.1384,1,9.0,-0.5315292435181448,0.5674298230162519,0.125
GQ492365.1.1332,1,20.0,-0.5296963710623939,0.2915449993565822,0.125
DQ807527.1.1302,1,10.0,-0.5282569702000615,0.46990045779914785,0.125
GQ897552.1.1477,1,10.0,-0.5272941668546218,0.6943251805186464,0.125
DQ904893.1.1249,1,11.0,-0.5251609904357271,0.663105346908456,0.125
DQ799679.1.1289,1,12.0,-0.5236990704357097,0.32848997581874884,0.125
DQ801098.1.1380,1,10.0,-0.5218763428952446,0.5503231020378739,0.125
AB934830.1.1348,1,11.0,-0.5213196499151433,0.7542225930007482,0.125
EU469076.1.1279,1,21.0,-0.5211738265146559,0.2871568367084473,0.125
HK555826.1.1289,1,12.0,0.5148730615832589,0.9049840444406381,0.125
FJ367734.1.1353,1,11.0,-0.5129270691892743,0.3654584462084745,0.125
FJ367699.1.1349,1,13.0,-0.5112384097972684,0.5243053634185343,0.125
GQ493428.1.1351,1,12.0,0.5099743248030832,0.3252592150318877,0.125
AY985779.1.1355,1,3.0,-0.5083145554442616,0.3763590466258463,0.125
EF402847.1.1496,1,4.0,-0.5071156270706552,0.1954903875412954,0.125
EU765003.1.1353,1,5.0,-0.5055025178061388,0.3585791487168416,0.125
HQ155542.1.1332,1,14.0,-0.5029686998734075,0.30292433060557494,0.125
FJ679439.1.1384,1,6.0,-0.5003296753678782,0.3183433825124642,0.125
DQ793995.1.1387,1,15.0,-0.4976622241758805,0.4525237240448334,0.125
FJ684419.1.1373,1,2.0,-0.4975242939547456,0.19287922572272584,0.125
EU451276.1.1207,1,16.0,-0.489213226622207,1.1016330503223255,0.125
FJ680895.1.1368,1,13.0,-0.4883351195828929,0.3609614377060747,0.125
LDZU01009876.1.1325,1,17.0,-0.48820264841097993,0.35787163885834167,0.125
FJ366187.1.1362,1,7.0,-0.48708018205584835,0.2658747734443828,0.125
DQ794159.1.1406,1,22.0,-0.48522054727810204,0.27433685997501767,0.125
DQ804246.1.1386,1,23.0,-0.48504481893084384,0.265349646288676,0.125
EU778248.1.1341,1,14.0,-0.4841407455830119,1.0968699198191254,0.125
FJ682880.1.1383,1,24.0,-0.48012240529189104,0.26612293004367366,0.125
GQ491968.1.1295,1,4.0,-0.4785491829422114,0.24005292545457554,0.125
FJ371808.1.1358,1,18.0,-0.47591990267801965,0.6061532660561324,0.125
EU771954.1.1391,1,14.0,0.47154306507598764,0.30074793914295267,0.125
KF537630.1.1368,1,27.0,0.4699953404767615,0.5782799257711252,0.125
LT576395.1.1472,1,15.0,-0.46826106299456577,0.24654794796223306,0.125
DQ805809.1.1384,1,20.0,-0.46714022076453987,0.31905662908967947,0.125
EU468587.1.1268,1,15.0,0.46504733200411175,0.7725024860795071,0.125
DQ797791.1.1354,1,9.0,-0.4589261092277326,0.32785166852020453,0.125
EU772321.1.1393,1,28.0,-0.45798682961779597,0.24235728769934695,0.125
GQ491134.1.1351,1,21.0,-0.45753392330905174,0.5390524925500028,0.125
FPLO01002422.8.1563,1,16.0,-0.4561097750591248,0.2122419800539161,0.125
EU774380.1.1385,1,22.0,-0.45501737344820326,0.36971794661359747,0.125
DQ797874.1.1300,1,23.0,-0.4531932573907347,0.5188483778714631,0.125
EU459430.1.1388,1,29.0,-0.44999476454037757,0.360596309012448,0.125
EU469054.1.1253,1,25.0,-0.4452598883952269,0.5703010326617076,0.125
DQ801221.1.1336,1,16.0,-0.4442906195809993,0.24760490678766345,0.125
KF411699.1.1355,1,26.0,-0.44404277587370444,0.4254567126528807,0.125
EF400498.1.1478,1,30.0,-0.4437683788344635,0.4190869254161704,0.125
DQ808826.1.1370,1,27.0,-0.4433799933922048,0.3513108575939618,0.125
FJ507263.1.1383,1,17.0,-0.443349956597652,0.3339881246091474,0.125
JF161763.1.1353,1,18.0,-0.44334394163054786,0.5582585747386994,0.125
DQ798603.1.1202,1,28.0,-0.44092265997694047,0.8209958261075656,0.125
HQ796273.1.1451,1,29.0,0.4400761117916632,0.28227673164892386,0.125
KY003111.1.1207,1,19.0,0.4390642678779919,1.2569197798755858,0.125
DQ794370.1.1390,1,30.0,-0.4388358038711527,0.5500923309610498,0.125
DQ311009.1.1407,1,5.0,0.4382093209457672,0.3910602167933745,0.125
DQ796116.1.1201,1,10.0,0.4365561669147643,0.31725420091858875,0.125
GQ133046.1.1200,1,11.0,-0.4360750333262545,0.33718378653887215,0.125
EU778663.1.1260,1,20.0,-0.433537111364083,0.8857605821758625,0.125
EU776086.1.1349,1,19.0,0.42803708099468624,0.632066785457939,0.125
DQ803545.1.1390,1,20.0,-0.42650800487285634,0.9323882095429824,0.125
DQ800379.1.1383,1,21.0,-0.4255486745523986,0.23414485986293185,0.125
FJ366498.1.1310,1,6.0,-0.4240326107660385,0.341826590244569,0.125
EU461740.1.1384,1,13.0,-0.4233627598500871,0.31864683906415925,0.125
DQ417336.1.1419,1,7.0,0.42324786888724325,0.445533061414371,0.125
JN032883.1.1399,1,8.0,0.4231689253653885,0.8072735366111943,0.125
DQ799477.1.1287,1,21.0,-0.4227319345803666,1.0927742878765065,0.125
EU777128.1.1262,1,22.0,-0.4218846592188131,0.37109685274117515,0.125
GQ491615.1.1357,1,14.0,-0.4217634674800596,0.19601499450033052,0.125
DQ808514.1.1304,1,23.0,-0.4204806970581836,0.4678483738961014,0.125
AF132270.1.1279,1,15.0,-0.4194403704500068,0.34868597106209825,0.125
EU778074.1.1388,1,16.0,-0.4145349577268075,0.22435627774399478,0.125
AY212767.1.1222,1,24.0,-0.4143093501722537,1.7304194098885222,0.125
FJ678306.1.1399,1,17.0,-0.4132860737541016,0.413180545893795,0.125
DQ799850.1.1386,1,22.0,-0.4100435813362042,0.44686921462479506,0.125
HQ742589.1.1206,1,18.0,0.4094861617362734,0.43567548646903703,0.125
DQ808754.1.1287,1,24.0,-0.40859961193513944,0.2578312723069264,0.125
FJ362793.1.1323,1,25.0,-0.4073216292535564,0.21413299719110568,0.125
EU461215.1.1290,1,19.0,-0.4057091748122958,0.2397822719353322,0.125
DQ777901.1.1500,1,26.0,-0.40411657292519587,0.23775115075098982,0.125
DQ326208.1.1350,1,27.0,-0.4021471519665272,0.14565959835008072,0.125
HQ808998.1.1217,1,20.0,-0.39949029435844297,0.4544752059993676,0.125
EU462219.1.1367,1,21.0,-0.39610209402063684,0.2637571185505209,0.125
EU767235.1.1359,1,22.0,-0.3957440922587364,0.41756393753634996,0.125
FJ371471.1.1242,1,23.0,-0.3944398685014605,0.33377752285716483,0.125
DQ325997.1.1352,1,24.0,-0.39255323540669945,0.21878377965947388,0.125
HQ399898.1.1537,1,29.0,-0.39215057603841336,0.1420387913210001,0.125
JX096007.1.1204,1,25.0,0.39209728822543355,0.3681306178394672,0.125
MNQJ01000155.1819.3121,1,25.0,-0.3920660046453852,0.39250340722053645,0.125
FJ365188.1.1330,1,26.0,-0.3892596577234476,0.4214096544081778,0.125
DQ809059.1.1206,1,27.0,-0.3865887145508554,0.3418852547703344,0.125
AY850417.1.1239,1,28.0,-0.38543770432303415,0.31143924232934034,0.125
AY992139.1.1273,1,29.0,-0.3851418539140654,0.40637630938311176,0.125
GQ493408.1.1209,1,9.0,-0.38493598346145164,0.42898783716594185,0.125
FJ363561.1.1364,1,10.0,-0.381924253448563,0.35844236812499564,0.125
FPLO01006297.16.1502,1,30.0,-0.3815900176602136,0.3788990714269208,0.125
MK095934.1.1303,1,11.0,0.3809018671569205,0.8200211576559787,0.125
FJ372060.1.1359,1,26.0,-0.37794897260500654,0.35660584104009274,0.125
DQ824266.1.1288,1,28.0,-0.3742814947216943,0.4602080629869627,0.125
DQ802678.1.1231,1,29.0,-0.37369296431880467,0.5249503918571239,0.125
DQ809097.1.1288,1,30.0,-0.36699677775147865,0.19109769105489735,0.125
FJ365305.1.1340,1,12.0,-0.36327394232396687,0.3476090318581029,0.125
DQ794509.1.1219,1,13.0,-0.34888498118344013,0.38685591919032924,0.125
FJ802321.1.1209,1,14.0,0.34770678167706615,0.676970193597276,0.125
FJ512949.1.1373,1,15.0,-0.34331008913257993,0.04424905847205661,0.125
JQ754335.1.1237,1,16.0,0.33015393406917637,0.6752860653342572,0.125
AY429713.1.1414,1,17.0,0.3291440657930565,0.6723744044190687,0.125
JF226035.1.1373,1,18.0,0.3254817145424579,0.5635293107164037,0.125
DQ804406.1.1369,1,3.0,-0.32469205703639237,0.17983112703157178,0.125
JQ467804.1.1375,1,4.0,-0.32216369216706625,0.5053761636573071,0.125
AY375144.1.1453,1,19.0,0.31939439094740496,0.7190854097595463,0.125
EU467714.1.1256,1,20.0,-0.31762528370231985,0.3238540451250449,0.125
KF082861.1.1282,1,21.0,0.3150653966961356,0.7392877979920024,0.125
AY850453.1.1227,1,22.0,-0.31176350937451996,0.10481852011786265,0.125
LC322231.1.1201,1,23.0,0.31169389571867,0.5850245752485527,0.125
ABIY02000114.1.1263,1,24.0,-0.31063587932880443,0.19549670411666661,0.125
FM874139.1.1521,1,6.0,-0.3070653081774732,0.08607603326120643,0.125
FJ367024.1.1379,1,25.0,-0.30388427915722666,0.12166074684589079,0.125
EF071257.1.1224,1,26.0,-0.30359383149271546,0.3472019106663964,0.125
DQ808901.1.1290,1,27.0,-0.3011030366453076,0.15210840302884956,0.125
JX271954.1.1449,1,28.0,0.29587405089561236,0.5389092141440498,0.125
EU706021.1.1244,1,29.0,0.2926240730891558,0.6116380244769787,0.125
LN866607.1.1201,1,30.0,0.2913689874160549,0.2894727607201036,0.125
HK694993.1.1204,1,7.0,-0.27354032808460316,0.3776029374910794,0.125
FJ371007.1.1396,1,8.0,-0.26114851498636255,0.06146601032283875,0.125
AY211542.1.1343,1,10.0,-0.2528625099987475,0.10970452577172687,0.125
DQ824178.1.1289,1,11.0,-0.2514191421450678,0.16799664340626802,0.125
DQ793739.1.1403,1,12.0,-0.2449908995998013,0.1322347070919898,0.125
DQ804982.1.1277,1,14.0,-0.24260198641108177,1.1998938899902576,0.125
DQ799171.1.1319,1,15.0,-0.23797243812187638,0.17774925694889288,0.125
FJ367316.1.1275,1,16.0,-0.22736788369083355,0.23534387095363138,0.125
HQ801006.1.1438,1,17.0,-0.22451020927936283,0.12593544793490535,0.125
HQ806146.1.1448,1,18.0,-0.22378554134168505,0.13088861824814227,0.125
JQ449887.1.1241,1,19.0,-0.22028064091870625,0.674910878247985,0.125
FJ371591.1.1208,1,20.0,-0.21825092149943598,0.38990577958155215,0.125
JQ466159.1.1285,1,21.0,-0.21681370533243394,0.12841534240935298,0.125
DQ809399.1.1289,1,22.0,-0.20790222296653155,0.10071203207983115,0.125
FMFL01000027.72847.74341,1,23.0,-0.20727755162394768,0.15868672739319833,0.125
DQ794709.1.1288,1,26.0,-0.20224048827942037,0.3213302471550866,0.125
DQ809511.1.1390,1,28.0,-0.1950740122361622,0.22632637000583558,0.125
FJ371776.1.1255,1,29.0,-0.194259558745457,0.23087820340013013,0.125
AY947496.1.1209,1,30.0,-0.1934976605263562,0.4789946833354997,0.125
