otu,n_folds_in_top,mean_rank,mean_abs,mean_signed,frac_folds
FJ362794.1.1265,2,14.0,0.003813203715659721,-0.003813203715659721,0.25
DQ806009.1.1283,2,16.5,0.003801721704530514,-0.003801721704530514,0.25
DQ799787.1.1286,2,18.5,0.003566923897936871,0.003566923897936871,0.25
DQ793742.1.1312,2,9.0,0.0032449104811118445,-0.0032449104811118445,0.25
EU767275.1.1355,2,7.5,0.0030755354139467023,-0.0030755354139467023,0.25
FJ371873.1.1224,2,18.0,0.0023682067076356782,0.0023654730889808248,0.25
GQ448318.1.1256,2,15.5,0.002340301880796362,0.002340301880796362,0.25
DQ807031.1.1284,2,20.5,0.0022780574760819182,-0.0022780574760819182,0.25
KX792217.1.1200,2,19.5,0.0020989859964810273,0.0020989859964810273,0.25
KP644774.1.1203,2,20.5,0.0011573737126754514,0.0011573737126754514,0.25
GQ492286.1.1241,1,9.0,0.01749815485976353,-0.01749815485976353,0.125
FJ032490.1.1227,1,4.0,0.017078949253173138,-0.017078949253173138,0.125
JX048342.1.1227,1,5.0,0.015146717182973186,-0.015146717182973186,0.125
DQ801618.1.1247,1,10.0,0.01437555415475791,-0.01437555415475791,0.125
EU469562.1.1265,1,6.0,0.013128950344492121,-0.013128950344492121,0.125
EU469318.1.1268,1,7.0,0.01282537903077453,-0.01282537903077453,0.125
AY911443.1.1200,1,8.0,0.012330775496914654,-0.012160182266564505,0.125
DQ807607.1.1301,1,12.0,0.012032863589253932,-0.012032863589253932,0.125
JQ208474.1.1334,1,13.0,0.011847605216685693,-0.011847605216685693,0.125
GQ492203.1.1207,1,9.0,0.011488174635665375,-0.011488174635665375,0.125
GQ491419.1.1322,1,2.0,0.01139335086930201,-0.01139335086930201,0.125
EU778663.1.1260,1,11.0,0.0103973504702474,-0.0103973504702474,0.125
DQ808071.1.1266,1,6.0,0.00983607165733228,0.00983607165733228,0.125
EU778248.1.1341,1,12.0,0.009686822258031677,-0.009686822258031677,0.125
EU451276.1.1207,1,7.0,0.009592042143047132,-0.009564469275998773,0.125
FJ032483.1.1208,1,16.0,0.009473772052077264,-0.009473772052077264,0.125
EF071253.1.1234,1,13.0,0.009363207519182402,-0.009363207519182402,0.125
EU472436.1.1216,1,14.0,0.009289738593848667,-0.009289738593848667,0.125
FJ363488.1.1201,1,16.0,0.008256235880779264,-0.008151522342196172,0.125
EU748003.1.1201,1,18.0,0.008122623409511037,-0.007876924796341637,0.125
DQ807658.1.1289,1,1.0,0.00801928015212283,-0.00801928015212283,0.125
FPLO01006297.16.1502,1,19.0,0.007892821375877386,0.007892821375877386,0.125
DQ904893.1.1249,1,20.0,0.007891748493402727,-0.007891748493402727,0.125
KX787582.1.959,1,17.0,0.00786935044352676,-0.00786935044352676,0.125
DQ799477.1.1287,1,21.0,0.007802180555648897,-0.007802180555648897,0.125
DQ805904.1.1285,1,18.0,0.007781270705539101,-0.007781270705539101,0.125
AY850461.1.1228,1,23.0,0.006781258503604599,-0.006781258503604599,0.125
DQ801609.1.1306,1,24.0,0.006731486167780087,-0.006731486167780087,0.125
GQ492847.1.1200,1,18.0,0.006707393013163084,-0.006611180863042062,0.125
DQ795411.1.1205,1,22.0,0.006698458217865476,-0.006005289196196735,0.125
DQ794648.1.1290,1,19.0,0.006645752887143848,-0.006587370801962608,0.125
DQ797636.1.1248,1,23.0,0.006636995658742847,-0.006636995658742847,0.125
HQ787011.1.1229,1,22.0,0.006323988159702879,-0.0063093170841099725,0.125
AY212767.1.1222,1,24.0,0.006098459096607065,-0.00605932630801374,0.125
DQ805006.1.1390,1,4.0,0.006043211472410977,0.006043211472410977,0.125
FJ368433.1.1378,1,26.0,0.006038401425412188,-0.006038401425412188,0.125
HK556245.2.1319,1,6.0,0.005930569619907606,0.005930569619907606,0.125
HQ794655.1.1423,1,25.0,0.005888415106435485,-0.005888415106435485,0.125
HQ806883.1.1241,1,26.0,0.005838972763254017,-0.005838972763254017,0.125
DQ824486.1.1288,1,30.0,0.005790504920169664,-0.005790504920169664,0.125
EF451624.1.1246,1,27.0,0.005703447433062631,-0.005703447433062631,0.125
EU767243.1.1365,1,29.0,0.005608867778114066,-0.005608867778114066,0.125
AB934830.1.1348,1,30.0,0.005473880706899848,0.005473880706899848,0.125
KX787760.1.915,1,28.0,0.005465521218314881,-0.005465521218314881,0.125
DQ800223.1.1289,1,2.0,0.005437947198327655,0.005437947198327655,0.125
DQ809950.1.1293,1,29.0,0.005407599544518072,-0.005407599544518072,0.125
HQ807284.1.1274,1,30.0,0.005314325659132089,-0.005314325659132089,0.125
EU475866.1.1292,1,3.0,0.005279738393155147,0.005279738393155147,0.125
EU776086.1.1349,1,8.0,0.004850127074679441,0.004850127074679441,0.125
GQ493585.1.1250,1,6.0,0.004801437790300476,0.004801437790300476,0.125
EF071230.1.1342,1,13.0,0.004541800394488755,-0.004541800394488755,0.125
HQ802530.1.1345,1,6.0,0.0042772651975248625,0.0042772651975248625,0.125
JQ245025.1.1025,1,17.0,0.004190595235335954,0.004190595235335954,0.125
FJ366493.1.1298,1,9.0,0.004131545338502655,0.004131545338502655,0.125
JN698650.1.1277,1,19.0,0.0038863872210092416,0.0038804291936899186,0.125
FJ362701.1.1206,1,20.0,0.0038778781724478164,0.0038778781724478164,0.125
DQ797315.1.1283,1,22.0,0.0037729195137642837,-0.0037728828468670196,0.125
KU324909.1.1217,1,23.0,0.0037689457906054918,-0.0037689457906054918,0.125
DQ824178.1.1289,1,24.0,0.0036266538533351357,-0.0036266538533351357,0.125
FJ367401.1.1334,1,8.0,0.003607169770555654,0.003607169770555654,0.125
FJ367633.1.1229,1,16.0,0.0035785874138734384,0.0035785874138734384,0.125
KF101960.1.1354,1,17.0,0.0035757365574710437,0.0035757365574710437,0.125
DQ794179.1.1290,1,19.0,0.0035234989713295497,-0.0035234989713295497,0.125
DQ808753.1.1287,1,20.0,0.0035123308653168947,-0.0035123308653168947,0.125
CP001853.563211.564442,1,25.0,0.0034782139241756648,0.0034782139241756648,0.125
MH400162.1.1200,1,26.0,0.0033614219444007476,0.0033614219444007476,0.125
DQ823971.1.1252,1,27.0,0.003361189298164553,0.003361189298164553,0.125
EU778074.1.1388,1,23.0,0.0033224476190294007,-0.0033224476190294007,0.125
FJ753830.1.1232,1,28.0,0.0032844895589319036,0.003280793789599618,0.125
AF132270.1.1279,1,29.0,0.0032641897893556896,-0.0032641897893556896,0.125
FJ678306.1.1399,1,24.0,0.0032435877901220256,0.0032435877901220256,0.125
DQ326564.1.1352,1,30.0,0.0032182508602149047,-0.0032182508602149047,0.125
KF084442.1.1326,1,2.0,0.0031931741715723492,0.0031931741715723492,0.125
FJ371179.1.1259,1,25.0,0.0031636921116950543,-0.0031636921116950543,0.125
DQ808288.1.1299,1,15.0,0.0031310304859390875,0.0031310304859390875,0.125
HQ742589.1.1206,1,16.0,0.0031178040163349855,0.002868437228559191,0.125
JQ449887.1.1241,1,18.0,0.00305038944849237,0.00305038944849237,0.125
DQ809023.1.1214,1,19.0,0.0029662349067844083,-0.0029618933825901962,0.125
GU413690.1.1212,1,20.0,0.002940674574257731,0.002940674574257731,0.125
JQ467804.1.1375,1,28.0,0.0026419663018056815,0.0026419663018056815,0.125
FJ369308.1.1240,1,30.0,0.002616196205444039,0.002567054701477099,0.125
HQ793846.1.1251,1,2.0,0.0025039862497951413,0.0025039862497951413,0.125
GQ014254.1.1331,1,3.0,0.002493008456436251,0.002493008456436251,0.125
GQ493077.1.1232,1,5.0,0.002169480128977155,0.002169480128977155,0.125
LARF01000109.1.1225,1,6.0,0.0019351417828322333,-0.0019351417828322333,0.125
DQ804326.1.1231,1,7.0,0.0018185202770225229,0.0018182743274895408,0.125
DQ799149.1.1287,1,7.0,0.0017794267330132963,-0.0017794267330132963,0.125
KF100217.1.1350,1,8.0,0.0017609494075708115,-0.0017596403286133447,0.125
EF071211.1.1211,1,11.0,0.0015333211558316462,-0.0015332341605321302,0.125
DQ807376.1.1287,1,12.0,0.0015046846391439603,-0.0015046846391439603,0.125
GQ014737.1.1357,1,13.0,0.001486529924425155,-0.0013985575877556338,0.125
JN032883.1.1399,1,12.0,0.001480041559461133,-0.0014797187181144803,0.125
HQ800862.1.1308,1,13.0,0.0014239200269544798,0.0014218312905204245,0.125
EU778863.1.1253,1,15.0,0.001389518063104649,-0.0013893563942295425,0.125
FJ365251.1.1334,1,14.0,0.0013642518640363734,-0.0013642518640363734,0.125
ACCF01000268.3369.4627,1,18.0,0.0013085956865822427,-0.0013085956865822427,0.125
DQ807295.1.1342,1,15.0,0.0012564184014732887,0.0012564184014732887,0.125
KF842080.1.1260,1,19.0,0.0012445417021183331,-0.0011910619601188995,0.125
DQ796116.1.1201,1,22.0,0.0012377639124363671,0.0011889375564718445,0.125
GQ492274.1.1222,1,24.0,0.001234779143438214,-0.001234779143438214,0.125
DQ326162.1.1335,1,25.0,0.0012305042545167452,-0.0012305042545167452,0.125
EU458687.1.1347,1,26.0,0.0012281780047585468,0.0012281780047585468,0.125
AY985779.1.1355,1,27.0,0.0012263962659456848,-0.0012263962659456848,0.125
EU765955.1.1345,1,28.0,0.0012192511761575221,-0.0012192511761575221,0.125
FJ366505.1.1299,1,29.0,0.0011871415327037534,-0.0011871415327037534,0.125
HK241616.1.1264,1,30.0,0.0011810761005464424,-0.001175047506065899,0.125
FJ365305.1.1340,1,16.0,0.001138067249129524,-0.001138067249129524,0.125
DQ801557.1.1329,1,17.0,0.00111343755999169,-0.00111343755999169,0.125
HK555573.1.1345,1,18.0,0.001087952587362348,-0.001087952587362348,0.125
DQ795865.1.1286,1,19.0,0.0010810096906444815,-0.0010810096906444815,0.125
FAGH01000127.1.1295,1,21.0,0.001065537655935809,0.001065537655935809,0.125
APON01000042.130541.131744,1,23.0,0.0010373809786727107,0.0010373809786727107,0.125
FJ369123.1.1313,1,25.0,0.0009785700440940962,-0.0009785700440940962,0.125
DQ326634.1.1352,1,26.0,0.0009653582743098259,0.0009653582743098259,0.125
JF265850.1.1359,1,27.0,0.0009463001433124866,-0.0009463001433124866,0.125
KC551763.1.1444,1,29.0,0.0009228469685875053,0.0008597391324354631,0.125
